Sample,Time,Label,UPneumo,LPneumo,EDA1,Cardio1,Move1,ED,Aux01
5317,02:57.19,,29721.0,36841.0,108842.0,39632.0,9.9,648.0,39408.0
5318,02:57.23,,29695.0,36815.0,108841.0,39594.0,9.9,648.0,39424.0
5319,02:57.26,,29679.0,36793.0,108842.0,39584.0,9.9,649.0,39434.0
5320,02:57.30,,29663.0,36777.0,108846.0,39530.0,9.9,649.0,39450.0
5321,02:57.33,,29636.0,36756.0,108847.0,39514.0,9.9,649.0,39477.0
5322,02:57.36,,29604.0,36729.0,108845.0,39472.0,9.9,649.0,39504.0
5323,02:57.40,,29588.0,36719.0,108847.0,39450.0,9.9,649.0,39504.0
5324,02:57.43,,29567.0,36697.0,108850.0,39429.0,9.9,649.0,39504.0
5325,02:57.46,,29548.0,36689.0,108852.0,39408.0,9.9,650.0,39522.0
5326,02:57.50,,29513.0,36681.0,108852.0,39376.0,9.9,651.0,39573.0
5327,02:57.53,,29492.0,36676.0,108852.0,39536.0,9.9,652.0,39605.0
5328,02:57.56,,29476.0,36671.0,108855.0,39744.0,9.9,653.0,39648.0
5329,02:57.59,,29455.0,36644.0,108856.0,39912.0,9.9,653.0,39754.0
5330,02:57.63,,29435.0,36607.0,108853.0,39996.0,9.9,654.0,39843.0
5331,02:57.66,,29416.0,36581.0,108853.0,40092.0,9.9,654.0,39849.0
5332,02:57.69,,29400.0,36562.0,108864.0,40144.0,9.9,656.0,39840.0
5333,02:57.73,,29391.0,36559.0,108870.0,40154.0,9.9,658.0,39829.0
5334,02:57.76,,29391.0,36553.0,108866.0,40144.0,9.9,659.0,39813.0
5335,02:57.80,,29375.0,36543.0,108867.0,40096.0,9.9,661.0,39776.0
5336,02:57.83,,29391.0,36527.0,108868.0,40064.0,9.9,662.0,39728.0
5337,02:57.86,,29380.0,36527.0,108870.0,40042.0,9.9,664.0,39674.0
5338,02:57.90,,29375.0,36514.0,108871.0,40051.0,9.9,665.0,39638.0
5339,02:57.93,,29375.0,36514.0,108871.0,40012.0,9.9,667.0,39628.0
5340,02:57.96,,29368.0,36507.0,108873.0,39984.0,9.9,668.0,39612.0
5341,02:58.00,,29359.0,36495.0,108878.0,39936.0,9.9,670.0,39594.0
5342,02:58.03,,29359.0,36500.0,108876.0,39914.0,9.9,672.0,39584.0
5343,02:58.06,,29369.0,36495.0,108874.0,39882.0,9.9,673.0,39605.0
5344,02:58.09,,29359.0,36503.0,108881.0,39853.0,9.9,675.0,39650.0
5345,02:58.13,,29345.0,36495.0,108888.0,39796.0,9.9,677.0,39696.0
5346,02:58.16,,29352.0,36495.0,108893.0,39721.0,9.9,680.0,39750.0
5347,02:58.19,,29345.0,36492.0,108889.0,39666.0,9.9,681.0,39819.0
5348,02:58.23,,29343.0,36495.0,108892.0,39603.0,9.9,683.0,39873.0
5349,02:58.26,,29337.0,36495.0,108894.0,39578.0,9.9,685.0,39909.0
5350,02:58.30,,29337.0,36495.0,108894.0,39530.0,9.9,686.0,39909.0
5351,02:58.33,,29327.0,36495.0,108898.0,39504.0,9.9,688.0,39909.0
5352,02:58.36,,29316.0,36495.0,108908.0,39482.0,9.9,691.0,39936.0
5353,02:58.40,,29311.0,36500.0,108905.0,39488.0,9.9,693.0,39984.0
5354,02:58.43,,29300.0,36495.0,108903.0,39658.0,9.9,695.0,40032.0
5355,02:58.46,,29300.0,36495.0,108905.0,39818.0,9.9,697.0,40090.0
5356,02:58.50,,29303.0,36495.0,108907.0,39973.0,9.9,699.0,40178.0
5357,02:58.53,,29305.0,36479.0,108907.0,40058.0,9.9,701.0,40240.0
5358,02:58.56,,29295.0,36473.0,108905.0,40101.0,9.9,703.0,40245.0
5359,02:58.59,,29295.0,36463.0,108906.0,40149.0,9.9,705.0,40213.0
5360,02:58.63,,29281.0,36463.0,108904.0,40192.0,9.9,706.0,40168.0
5361,02:58.66,,29279.0,36463.0,108909.0,40197.0,9.9,707.0,40133.0
5362,02:58.69,,29279.0,36463.0,108910.0,40197.0,9.9,709.0,40096.0
5363,02:58.73,,29295.0,36463.0,108908.0,40122.0,9.9,710.0,40042.0
5364,02:58.76,,29295.0,36449.0,108905.0,40112.0,9.9,710.0,39936.0
5365,02:58.80,,29295.0,36450.0,108902.0,40096.0,9.9,711.0,39852.0
5366,02:58.83,,29295.0,36447.0,108902.0,40048.0,9.9,711.0,39824.0
5367,02:58.86,,29295.0,36447.0,108904.0,40041.0,9.9,711.0,39788.0
5368,02:58.90,,29295.0,36447.0,108900.0,40000.0,9.9,711.0,39760.0
5369,02:58.93,,29295.0,36447.0,108899.0,39984.0,9.9,710.0,39749.0
5370,02:58.96,,29295.0,36447.0,108900.0,39930.0,9.9,710.0,39765.0
5371,02:59.00,,29295.0,36447.0,108898.0,39904.0,9.9,709.0,39786.0
5372,02:59.03,,29295.0,36447.0,108894.0,39893.0,9.9,709.0,39797.0
5373,02:59.06,,29295.0,36450.0,108892.0,39849.0,9.9,708.0,39808.0
5374,02:59.09,,29295.0,36447.0,108889.0,39824.0,9.9,707.0,39830.0
5375,02:59.13,,29304.0,36450.0,108885.0,39763.0,9.9,705.0,39884.0
5376,02:59.16,,29316.0,36463.0,108882.0,39728.0,9.9,704.0,39920.0
5377,02:59.19,,29332.0,36463.0,108883.0,39690.0,9.9,702.0,39946.0
5378,02:59.23,,29348.0,36468.0,108886.0,39669.0,9.9,700.0,39973.0
5379,02:59.26,,29404.0,36484.0,108881.0,39618.0,9.9,699.0,40029.0
5380,02:59.30,,29460.0,36505.0,108879.0,39594.0,9.9,697.0,40112.0
5381,02:59.33,,29492.0,36521.0,108878.0,39536.0,9.9,696.0,40160.0
5382,02:59.36,,29524.0,36548.0,108879.0,39520.0,9.9,694.0,40197.0
5383,02:59.40,,29567.0,36588.0,108871.0,39496.0,9.9,692.0,40266.0
5384,02:59.43,,29615.0,36628.0,108862.0,39504.0,9.9,689.0,40357.0
5385,02:59.46,,29652.0,36660.0,108860.0,39690.0,9.9,687.0,40432.0
5386,02:59.50,,29684.0,36687.0,108864.0,39824.0,9.9,685.0,40522.0
5387,02:59.53,,29735.0,36724.0,108864.0,39960.0,9.9,683.0,40642.0
5388,02:59.56,,29785.0,36745.0,108855.0,40042.0,9.9,680.0,40688.0
5389,02:59.59,,29812.0,36761.0,108851.0,40048.0,9.9,678.0,40661.0
5390,02:59.63,,29844.0,36788.0,108853.0,40106.0,9.9,675.0,40634.0
5391,02:59.66,,29884.0,36823.0,108852.0,40104.0,9.9,673.0,40624.0
5392,02:59.69,,29929.0,36857.0,108846.0,40074.0,9.9,671.0,40624.0
5393,02:59.73,,29961.0,36879.0,108839.0,40032.0,9.9,668.0,40602.0
5394,02:59.76,,29988.0,36900.0,108839.0,40005.0,9.9,665.0,40570.0
5395,02:59.80,,30041.0,36951.0,108838.0,39973.0,9.9,662.0,40522.0
5396,02:59.83,,30095.0,37001.0,108830.0,39952.0,9.9,659.0,40533.0
5397,02:59.86,,30127.0,37028.0,108822.0,39946.0,9.9,655.0,40549.0
5398,02:59.90,,30153.0,37049.0,108822.0,39904.0,9.9,652.0,40565.0
5399,02:59.93,,30193.0,37095.0,108822.0,39874.0,9.9,649.0,40565.0
5400,02:59.96,,30228.0,37129.0,108823.0,39829.0,9.9,647.0,40570.0
5401,03:00.00,,30249.0,37156.0,108820.0,39824.0,9.9,644.0,40581.0
5402,03:00.03,,30281.0,37177.0,108815.0,39802.0,9.9,641.0,40597.0
5403,03:00.06,,30308.0,37217.0,108812.0,39730.0,9.9,638.0,40624.0
5404,03:00.09,,30324.0,37252.0,108809.0,39712.0,9.9,635.0,40640.0
5405,03:00.13,,30345.0,37268.0,108807.0,39696.0,9.9,632.0,40645.0
5406,03:00.16,,30367.0,37289.0,108802.0,39674.0,9.9,629.0,40645.0
5407,03:00.19,,30375.0,37305.0,108799.0,39610.0,9.9,625.0,40629.0
5408,03:00.23,,30372.0,37311.0,108800.0,39578.0,9.9,623.0,40602.0
5409,03:00.26,,30367.0,37305.0,108798.0,39552.0,9.9,620.0,40565.0
5410,03:00.30,,30367.0,37300.0,108798.0,39536.0,9.9,617.0,40538.0
5411,03:00.33,,30353.0,37289.0,108796.0,39504.0,9.9,615.0,40493.0
5412,03:00.36,,30331.0,37275.0,108793.0,39478.0,9.9,613.0,40406.0
5413,03:00.40,,30299.0,37263.0,108799.0,39433.0,9.9,612.0,40329.0
5414,03:00.43,,30258.0,37250.0,108794.0,39417.0,9.9,610.0,40284.0
5415,03:00.46,,30228.0,37247.0,108790.0,39509.0,9.9,608.0,40250.0
5416,03:00.50,,30191.0,37225.0,108790.0,39690.0,9.9,606.0,40240.0
5417,03:00.53,,30164.0,37215.0,108791.0,39829.0,9.9,604.0,40245.0
5418,03:00.56,,30119.0,37183.0,108794.0,39917.0,9.9,603.0,40229.0
5419,03:00.59,,30084.0,37145.0,108790.0,40000.0,9.9,602.0,40133.0
5420,03:00.63,,30047.0,37119.0,108782.0,40042.0,9.9,600.0,40048.0
5421,03:00.66,,30020.0,37103.0,108776.0,40058.0,9.9,598.0,39962.0
5422,03:00.69,,29977.0,37073.0,108779.0,40090.0,9.9,597.0,39882.0
5423,03:00.73,,29940.0,37039.0,108782.0,40042.0,9.9,596.0,39797.0
5424,03:00.76,,29913.0,37017.0,108779.0,40005.0,9.9,594.0,39722.0
5425,03:00.80,,29897.0,37001.0,108776.0,40021.0,9.9,593.0,39658.0
5426,03:00.83,,29865.0,36977.0,108771.0,39994.0,9.9,591.0,39573.0
5427,03:00.86,,29823.0,36929.0,108769.0,39972.0,9.9,590.0,39513.0
5428,03:00.90,,29772.0,36876.0,108768.0,39926.0,9.9,588.0,39449.0
5429,03:00.93,,29720.0,36835.0,108765.0,39872.0,9.9,586.0,39385.0
5430,03:00.96,,29679.0,36800.0,108764.0,39808.0,9.9,584.0,39376.0
5431,03:01.00,,29641.0,36761.0,108757.0,39765.0,9.9,582.0,39381.0
5432,03:01.03,,29620.0,36740.0,108755.0,39770.0,9.9,579.0,39381.0
5433,03:01.06,,29615.0,36729.0,108756.0,39712.0,9.9,577.0,39402.0
5434,03:01.09,,29591.0,36705.0,108751.0,39690.0,9.9,574.0,39440.0
5435,03:01.13,,29567.0,36681.0,108745.0,39664.0,9.9,572.0,39498.0
5436,03:01.16,,29551.0,36671.0,108750.0,39637.0,9.9,570.0,39525.0
5437,03:01.19,,29545.0,36665.0,108752.0,39626.0,9.9,568.0,39546.0
5438,03:01.23,,29524.0,36652.0,108749.0,39586.0,9.9,566.0,39581.0
5439,03:01.26,,29503.0,36639.0,108743.0,39536.0,9.9,564.0,39610.0
5440,03:01.30,,29492.0,36623.0,108741.0,39541.0,9.9,561.0,39616.0
5441,03:01.33,,29471.0,36623.0,108744.0,39509.0,9.9,559.0,39616.0
5442,03:01.36,,29452.0,36617.0,108743.0,39488.0,9.9,558.0,39656.0
5443,03:01.40,,29423.0,36612.0,108742.0,39552.0,9.9,556.0,39722.0
5444,03:01.43,,29401.0,36607.0,108746.0,39744.0,9.9,555.0,39765.0
5445,03:01.46,,29391.0,36596.0,108748.0,39866.0,9.9,554.0,39829.0
5446,03:01.50,,29388.0,36583.0,108748.0,39992.0,9.9,553.0,39928.0
5447,03:01.53,,29375.0,36549.0,108747.0,40067.0,9.9,553.0,39968.0
5448,03:01.56,,29359.0,36527.0,108748.0,40140.0,9.9,552.0,39948.0
5449,03:01.59,,29343.0,36527.0,108752.0,40172.0,9.9,552.0,39923.0
5450,03:01.63,,29343.0,36527.0,108749.0,40186.0,9.9,552.0,39909.0
5451,03:01.66,,29343.0,36521.0,108751.0,40160.0,9.9,552.0,39872.0
5452,03:01.69,,29343.0,36511.0,108757.0,40085.0,9.9,553.0,39813.0
5453,03:01.73,,29343.0,36500.0,108762.0,40106.0,9.9,554.0,39744.0
5454,03:01.76,,29343.0,36500.0,108768.0,40080.0,9.9,555.0,39696.0
5455,03:01.80,,29343.0,36501.0,108765.0,40054.0,9.9,557.0,39664.0
5456,03:01.83,,29343.0,36495.0,108761.0,40041.0,9.9,558.0,39654.0
5457,03:01.86,,29336.0,36491.0,108767.0,40028.0,9.9,560.0,39628.0
5458,03:01.90,,29332.0,36484.0,108773.0,39989.0,9.9,562.0,39610.0
5459,03:01.93,,29327.0,36479.0,108773.0,39936.0,9.9,563.0,39616.0
5460,03:01.96,,29327.0,36479.0,108774.0,39936.0,9.9,565.0,39637.0
5461,03:02.00,,29327.0,36495.0,108778.0,39882.0,9.9,567.0,39672.0
5462,03:02.03,,29321.0,36495.0,108783.0,39856.0,9.9,570.0,39696.0
5463,03:02.06,,29311.0,36479.0,108785.0,39829.0,9.9,572.0,39717.0
5464,03:02.09,,29321.0,36479.0,108785.0,39802.0,9.9,574.0,39738.0
5465,03:02.13,,29327.0,36479.0,108786.0,39762.0,9.9,577.0,39778.0
5466,03:02.16,,29321.0,36479.0,108793.0,39706.0,9.9,580.0,39829.0
5467,03:02.19,,29316.0,36479.0,108794.0,39712.0,9.9,582.0,39850.0
5468,03:02.23,,29316.0,36479.0,108792.0,39664.0,9.9,584.0,39888.0
5469,03:02.26,,29313.0,36489.0,108798.0,39648.0,9.9,586.0,39933.0
5470,03:02.30,,29311.0,36489.0,108796.0,39616.0,9.9,588.0,39962.0
5471,03:02.33,,29311.0,36479.0,108794.0,39584.0,9.9,590.0,39962.0
5472,03:02.36,,29300.0,36489.0,108799.0,39557.0,9.9,592.0,39973.0
5473,03:02.40,,29289.0,36492.0,108803.0,39546.0,9.9,594.0,40016.0
5474,03:02.43,,29279.0,36495.0,108800.0,39685.0,9.9,596.0,40064.0
5475,03:02.46,,29273.0,36495.0,108797.0,39840.0,9.9,598.0,40122.0
5476,03:02.50,,29279.0,36495.0,108799.0,39946.0,9.9,599.0,40186.0
5477,03:02.53,,29287.0,36487.0,108803.0,40058.0,9.9,600.0,40272.0
5478,03:02.56,,29279.0,36463.0,108803.0,40117.0,9.9,602.0,40282.0
5479,03:02.59,,29279.0,36463.0,108803.0,40149.0,9.9,603.0,40250.0
5480,03:02.63,,29273.0,36463.0,108805.0,40192.0,9.9,604.0,40213.0
5481,03:02.66,,29273.0,36463.0,108802.0,40210.0,9.9,605.0,40162.0
5482,03:02.69,,29279.0,36463.0,108805.0,40147.0,9.9,605.0,40096.0
5483,03:02.73,,29279.0,36463.0,108804.0,40115.0,9.9,606.0,39987.0
5484,03:02.76,,29279.0,36447.0,108802.0,40086.0,9.9,607.0,39897.0
5485,03:02.80,,29289.0,36447.0,108799.0,40080.0,9.9,607.0,39866.0
5486,03:02.83,,29295.0,36447.0,108800.0,40074.0,9.9,607.0,39856.0
5487,03:02.86,,29295.0,36447.0,108800.0,40058.0,9.9,607.0,39834.0
5488,03:02.90,,29284.0,36447.0,108802.0,40026.0,9.9,607.0,39802.0
5489,03:02.93,,29279.0,36431.0,108800.0,40000.0,9.9,607.0,39781.0
5490,03:02.96,,29279.0,36434.0,108798.0,39948.0,9.9,607.0,39785.0
5491,03:03.00,,29285.0,36447.0,108811.0,39910.0,9.9,608.0,39814.0
5492,03:03.03,,29279.0,36447.0,108809.0,39875.0,9.9,608.0,39840.0
5493,03:03.06,,29279.0,36447.0,108805.0,39856.0,9.9,609.0,39850.0
5494,03:03.09,,29284.0,36447.0,108805.0,39824.0,9.9,609.0,39877.0
5495,03:03.13,,29295.0,36447.0,108808.0,39792.0,9.9,609.0,39904.0
5496,03:03.16,,29284.0,36447.0,108818.0,39757.0,9.9,610.0,39949.0
5497,03:03.19,,29279.0,36447.0,108824.0,39722.0,9.9,611.0,39978.0
5498,03:03.23,,29279.0,36447.0,108828.0,39706.0,9.9,613.0,40000.0
5499,03:03.26,,29279.0,36447.0,108827.0,39685.0,9.9,614.0,40010.0
5500,03:03.30,,29279.0,36447.0,108824.0,39656.0,9.9,616.0,40032.0
5501,03:03.33,,29279.0,36452.0,108827.0,39621.0,9.9,618.0,40042.0
5502,03:03.36,,29279.0,36452.0,108833.0,39600.0,9.9,620.0,40048.0
5503,03:03.40,,29279.0,36463.0,108833.0,39557.0,9.9,622.0,40064.0
5504,03:03.43,,29263.0,36463.0,108840.0,39581.0,9.9,625.0,40114.0
5505,03:03.46,,29257.0,36463.0,108850.0,39770.0,9.9,628.0,40176.0
5506,03:03.50,,29257.0,36463.0,108852.0,39904.0,9.9,631.0,40218.0
5507,03:03.53,,29257.0,36463.0,108851.0,40010.0,9.9,634.0,40282.0
5508,03:03.56,,29263.0,36447.0,108853.0,40072.0,9.9,637.0,40325.0
5509,03:03.59,,29257.0,36431.0,108860.0,40133.0,9.9,641.0,40293.0
5510,03:03.63,,29247.0,36431.0,108866.0,40165.0,9.9,645.0,40240.0
5511,03:03.66,,29247.0,36441.0,108866.0,40197.0,9.9,648.0,40202.0
5512,03:03.69,,29249.0,36444.0,108868.0,40189.0,9.9,651.0,40152.0
5513,03:03.73,,29247.0,36436.0,108874.0,40144.0,9.9,654.0,40080.0
5514,03:03.76,,29263.0,36431.0,108875.0,40090.0,9.9,657.0,40010.0
5515,03:03.80,,29263.0,36431.0,108881.0,40106.0,9.9,661.0,39941.0
5516,03:03.83,,29263.0,36431.0,108880.0,40085.0,9.9,664.0,39880.0
5517,03:03.86,,29268.0,36431.0,108879.0,40048.0,9.9,667.0,39861.0
5518,03:03.90,,29263.0,36425.0,108884.0,40042.0,9.9,671.0,39845.0
5519,03:03.93,,29263.0,36431.0,108886.0,40032.0,9.9,674.0,39818.0
5520,03:03.96,,29263.0,36428.0,108886.0,39976.0,9.9,676.0,39786.0
5521,03:04.00,,29263.0,36424.0,108881.0,39955.0,9.9,678.0,39785.0
5522,03:04.03,,29263.0,36421.0,108887.0,39900.0,9.9,681.0,39804.0
5523,03:04.06,,29263.0,36431.0,108898.0,39891.0,9.9,684.0,39820.0
5524,03:04.09,,29263.0,36431.0,108901.0,39840.0,9.9,686.0,39850.0
5525,03:04.13,,29263.0,36431.0,108902.0,39786.0,9.9,689.0,39872.0
5526,03:04.16,,29263.0,36431.0,108904.0,39786.0,9.9,691.0,39920.0
5527,03:04.19,,29263.0,36431.0,108904.0,39754.0,9.9,694.0,39941.0
5528,03:04.23,,29263.0,36431.0,108902.0,39733.0,9.9,696.0,39968.0
5529,03:04.26,,29263.0,36437.0,108906.0,39702.0,9.9,698.0,39990.0
5530,03:04.30,,29263.0,36431.0,108906.0,39673.0,9.9,699.0,40022.0
5531,03:04.33,,29263.0,36443.0,108901.0,39644.0,9.9,701.0,40032.0
5532,03:04.36,,29263.0,36447.0,108899.0,39605.0,9.9,702.0,40032.0
5533,03:04.40,,29252.0,36447.0,108898.0,39568.0,9.9,703.0,40048.0
5534,03:04.43,,29241.0,36447.0,108899.0,39568.0,9.9,704.0,40074.0
5535,03:04.46,,29236.0,36447.0,108900.0,39741.0,9.9,705.0,40136.0
5536,03:04.50,,29244.0,36444.0,108895.0,39974.0,9.9,706.0,40262.0
5537,03:04.53,R7,29237.0,36426.0,108888.0,40093.0,9.9,706.0,40306.0
5538,03:04.56,R7,29231.0,36421.0,108889.0,40166.0,9.9,705.0,40224.0
5539,03:04.59,R7,29231.0,36423.0,108877.0,40156.0,9.9,704.0,40097.0
5540,03:04.63,R7,29236.0,36415.0,108876.0,40106.0,9.9,702.0,39973.0
5541,03:04.66,R7,29247.0,36415.0,108876.0,40096.0,9.9,700.0,39925.0
5542,03:04.69,R7,29247.0,36415.0,108869.0,40090.0,9.9,698.0,39893.0
5543,03:04.73,R7,29252.0,36415.0,108867.0,40040.0,9.9,695.0,39882.0
5544,03:04.76,R7,29263.0,36415.0,108865.0,40021.0,9.9,693.0,39861.0
5545,03:04.80,R7,29263.0,36420.0,108865.0,39989.0,9.9,690.0,39829.0
5546,03:04.83,R7,29263.0,36415.0,108869.0,39989.0,9.9,688.0,39797.0
5547,03:04.86,R7,29303.0,36420.0,108867.0,39917.0,9.9,686.0,39813.0
5548,03:04.90,R7,29359.0,36431.0,108859.0,39877.0,9.9,683.0,39856.0
5549,03:04.93,R7,29391.0,36441.0,108862.0,39834.0,9.9,680.0,39882.0
5550,03:04.96,R7,29439.0,36452.0,108864.0,39802.0,9.9,678.0,39914.0
5551,03:05.00,R7,29508.0,36479.0,108860.0,39762.0,9.9,676.0,39976.0
5552,03:05.03,R7,29583.0,36500.0,108852.0,39722.0,9.9,673.0,40048.0
5553,03:05.06,R7,29641.0,36516.0,108852.0,39728.0,9.9,671.0,40096.0
5554,03:05.09,R7,29695.0,36532.0,108857.0,39680.0,9.9,670.0,40149.0
5555,03:05.13,R7,29769.0,36577.0,108868.0,39629.0,9.9,669.0,40216.0
5556,03:05.16,R7,29864.0,36626.0,108865.0,39587.0,9.9,668.0,40300.0
5557,03:05.19,R7,29944.0,36677.0,108863.0,39545.0,9.9,668.0,40371.0
5558,03:05.23,R7,30011.0,36735.0,108872.0,39497.0,9.9,668.0,40409.0
5559,03:05.26,R7,30063.0,36799.0,108884.0,39472.0,9.9,669.0,40474.0
5560,03:05.30,R7,30100.0,36836.0,108887.0,39450.0,9.9,671.0,40517.0
5561,03:05.33,R7,30132.0,36879.0,108888.0,39584.0,9.9,672.0,40560.0
5562,03:05.36,R7,30169.0,36911.0,108893.0,39717.0,9.9,674.0,40640.0
5563,03:05.40,R7,30196.0,36943.0,108900.0,39797.0,9.9,677.0,40725.0
5564,03:05.43,R7,30251.0,36991.0,108914.0,39875.0,9.9,680.0,40806.0
5565,03:05.46,R7,30303.0,37032.0,108914.0,39936.0,9.9,683.0,40806.0
5566,03:05.50,R7,30347.0,37090.0,108919.0,39968.0,9.9,687.0,40774.0
5567,03:05.53,R7,30393.0,37135.0,108931.0,39973.0,9.9,693.0,40778.0
5568,03:05.56,R7,30415.0,37167.0,108940.0,39957.0,9.9,699.0,40768.0
5569,03:05.59,R7,30441.0,37193.0,108944.0,39920.0,9.9,704.0,40762.0
5570,03:05.63,R7,30484.0,37252.0,108949.0,39890.0,9.9,710.0,40741.0
5571,03:05.66,R7,30527.0,37305.0,108959.0,39840.0,9.9,716.0,40736.0
5572,03:05.69,R7,30553.0,37343.0,108967.0,39861.0,9.9,723.0,40768.0
5573,03:05.73,R7,30585.0,37385.0,108974.0,39834.0,9.9,730.0,40832.0
5574,03:05.76,R7,30617.0,37436.0,108979.0,39784.0,9.9,736.0,40896.0
5575,03:05.80,R7,30639.0,37481.0,108986.0,39781.0,9.9,743.0,40922.0
5576,03:05.83,R7,30644.0,37513.0,108995.0,39754.0,9.9,750.0,40944.0
5577,03:05.86,R7,30665.0,37545.0,108997.0,39706.0,9.9,757.0,40970.0
5578,03:05.90,R7,30668.0,37551.0,109001.0,39672.0,9.9,763.0,40973.0
5579,03:05.93,R7,30649.0,37545.0,109008.0,39674.0,9.9,770.0,40906.0
5580,03:05.96,R7,30633.0,37540.0,109012.0,39680.0,9.9,776.0,40826.0
5581,03:06.00,R7,30612.0,37535.0,109019.0,39669.0,9.9,783.0,40746.0
5582,03:06.03,R7,30575.0,37511.0,109020.0,39632.0,9.9,789.0,40642.0
5583,03:06.06,R7,30521.0,37481.0,109027.0,39616.0,9.9,795.0,40501.0
5584,03:06.09,R7,30473.0,37460.0,109033.0,39584.0,9.9,801.0,40389.0
5585,03:06.13,R7,30415.0,37449.0,109034.0,39578.0,9.9,806.0,40261.0
5586,03:06.16,R7,30345.0,37420.0,109033.0,39536.0,9.9,811.0,40098.0
5587,03:06.19,R7,30287.0,37380.0,109037.0,39488.0,9.9,816.0,40000.0
5588,03:06.23,R7,30239.0,37353.0,109042.0,39498.0,9.9,820.0,39973.0
5589,03:06.26,R7,30207.0,37327.0,109051.0,39461.0,9.9,825.0,39952.0
5590,03:06.30,R7,30140.0,37263.0,109054.0,39440.0,9.9,830.0,39925.0
5591,03:06.33,R7,30084.0,37215.0,109055.0,39520.0,9.9,834.0,39888.0
5592,03:06.36,R7,30052.0,37183.0,109055.0,39680.0,9.9,838.0,39872.0
5593,03:06.40,R7,30009.0,37151.0,109054.0,39792.0,9.9,841.0,39872.0
5594,03:06.43,R7,29967.0,37095.0,109057.0,39882.0,9.9,844.0,39853.0
5595,03:06.46,R7,29913.0,37033.0,109053.0,39952.0,9.9,847.0,39738.0
5596,03:06.50,R7,29871.0,36996.0,109057.0,40037.0,9.9,850.0,39616.0
5597,03:06.53,R7,29839.0,36969.0,109059.0,40053.0,9.9,852.0,39504.0
5598,03:06.56,R7,29796.0,36929.0,109058.0,40088.0,9.9,854.0,39416.0
5599,03:06.59,R7,29755.0,36866.0,109054.0,40070.0,9.9,856.0,39324.0
5600,03:06.63,R7,29717.0,36811.0,109056.0,40016.0,9.9,857.0,39209.0
5601,03:06.66,R7,29685.0,36770.0,109053.0,40003.0,9.9,859.0,39110.0
5602,03:06.69,R7,29663.0,36740.0,109057.0,39994.0,9.9,860.0,39114.0
5603,03:06.73,R7,29652.0,36713.0,109061.0,39946.0,9.9,861.0,39152.0
5604,03:06.76,R7,29631.0,36692.0,109059.0,39968.0,9.9,862.0,39184.0
5605,03:06.80,R7,29607.0,36665.0,109053.0,39941.0,9.9,862.0,39181.0
5606,03:06.83,R7,29572.0,36639.0,109047.0,39898.0,9.9,861.0,39178.0
5607,03:06.86,R7,29561.0,36623.0,109042.0,39850.0,9.9,860.0,39189.0
5608,03:06.90,R7,29551.0,36617.0,109041.0,39845.0,9.9,859.0,39221.0
5609,03:06.93,R7,29527.0,36607.0,109038.0,39821.0,9.9,858.0,39272.0
5610,03:06.96,R7,29519.0,36607.0,109030.0,39792.0,9.9,857.0,39322.0
5611,03:07.00,R7,29503.0,36596.0,109028.0,39781.0,9.9,855.0,39360.0
5612,03:07.03,R7,29487.0,36585.0,109030.0,39744.0,9.9,853.0,39413.0
5613,03:07.06,R7,29481.0,36575.0,109030.0,39714.0,9.9,851.0,39498.0
5614,03:07.09,R7,29471.0,36559.0,109021.0,39669.0,9.9,849.0,39584.0
5615,03:07.13,R7,29455.0,36559.0,109014.0,39664.0,9.9,846.0,39626.0
5616,03:07.16,R7,29444.0,36559.0,109010.0,39626.0,9.9,843.0,39664.0
5617,03:07.19,R7,29431.0,36551.0,109007.0,39592.0,9.9,840.0,39706.0
5618,03:07.23,R7,29412.0,36537.0,109005.0,39562.0,9.9,836.0,39744.0
5619,03:07.26,R7,29407.0,36532.0,109003.0,39552.0,9.9,832.0,39760.0
5620,03:07.30,R7,29396.0,36543.0,109002.0,39520.0,9.9,829.0,39781.0
5621,03:07.33,R7,29372.0,36543.0,108998.0,39560.0,9.9,825.0,39826.0
5622,03:07.36,R7,29359.0,36543.0,108991.0,39770.0,9.9,822.0,39888.0
5623,03:07.40,R7,29348.0,36537.0,108986.0,39850.0,9.9,818.0,39946.0
5624,03:07.43,R7,29343.0,36527.0,108987.0,39925.0,9.9,815.0,40010.0
5625,03:07.46,R7,29351.0,36513.0,108987.0,40013.0,9.9,812.0,40080.0
5626,03:07.50,R7,29343.0,36500.0,108981.0,40074.0,9.9,809.0,40074.0
5627,03:07.53,R7,29332.0,36489.0,108978.0,40128.0,9.9,806.0,40037.0
5628,03:07.56,R7,29327.0,36495.0,108970.0,40160.0,9.9,802.0,40005.0
5629,03:07.59,R7,29329.0,36495.0,108961.0,40170.0,9.9,798.0,39984.0
5630,03:07.63,R7,29327.0,36479.0,108967.0,40165.0,9.9,794.0,39952.0
5631,03:07.66,R7,29327.0,36479.0,108967.0,40080.0,9.9,792.0,39898.0
5632,03:07.69,R7,29332.0,36473.0,108962.0,40074.0,9.9,789.0,39829.0
5633,03:07.73,R7,29332.0,36468.0,108951.0,40069.0,9.9,785.0,39746.0
5634,03:07.76,R7,29327.0,36463.0,108943.0,40025.0,9.9,781.0,39707.0
5635,03:07.80,R7,29313.0,36453.0,108942.0,39997.0,9.9,777.0,39652.0
