Sample,Time,Label,UPneumo,LPneumo,EDA1,Cardio1,Move1,ED,Aux01
2432,01:21.03,,29423.0,36527.0,109118.0,40288.0,9.9,781.0,39781.0
2433,01:21.06,,29423.0,36527.0,109118.0,40229.0,9.9,777.0,39808.0
2434,01:21.09,,29423.0,36527.0,109119.0,40224.0,9.9,773.0,39856.0
2435,01:21.13,,29423.0,36527.0,109111.0,40200.0,9.9,769.0,39904.0
2436,01:21.16,,29423.0,36532.0,109097.0,40154.0,9.9,765.0,39946.0
2437,01:21.20,,29423.0,36527.0,109096.0,40106.0,9.9,760.0,39962.0
2438,01:21.23,,29417.0,36527.0,109095.0,40085.0,9.9,755.0,39968.0
2439,01:21.26,,29415.0,36529.0,109093.0,40090.0,9.9,751.0,39984.0
2440,01:21.29,,29401.0,36527.0,109089.0,40042.0,9.9,747.0,40021.0
2441,01:21.33,,29391.0,36537.0,109086.0,40048.0,9.9,744.0,40053.0
2442,01:21.36,,29391.0,36532.0,109084.0,40128.0,9.9,740.0,40069.0
2443,01:21.40,,29375.0,36535.0,109080.0,40330.0,9.9,737.0,40138.0
2444,01:21.43,,29385.0,36532.0,109081.0,40480.0,9.9,734.0,40229.0
2445,01:21.46,,29391.0,36521.0,109080.0,40549.0,9.9,731.0,40266.0
2446,01:21.50,,29391.0,36511.0,109078.0,40581.0,9.9,729.0,40272.0
2447,01:21.53,,29377.0,36511.0,109075.0,40642.0,9.9,726.0,40232.0
2448,01:21.56,,29375.0,36511.0,109079.0,40704.0,9.9,723.0,40181.0
2449,01:21.59,,29375.0,36511.0,109079.0,40688.0,9.9,720.0,40149.0
2450,01:21.63,,29375.0,36511.0,109076.0,40709.0,9.9,718.0,40112.0
2451,01:21.66,,29380.0,36500.0,109075.0,40632.0,9.9,717.0,40037.0
2452,01:21.70,,29391.0,36495.0,109071.0,40597.0,9.9,715.0,39952.0
2453,01:21.73,,29391.0,36495.0,109072.0,40586.0,9.9,713.0,39888.0
2454,01:21.76,,29391.0,36495.0,109076.0,40565.0,9.9,712.0,39872.0
2455,01:21.79,,29391.0,36495.0,109069.0,40541.0,9.9,711.0,39850.0
2456,01:21.83,,29391.0,36495.0,109061.0,40512.0,9.9,709.0,39818.0
2457,01:21.86,,29391.0,36484.0,109061.0,40501.0,9.9,708.0,39808.0
2458,01:21.90,,29391.0,36484.0,109065.0,40480.0,9.9,707.0,39792.0
2459,01:21.93,,29391.0,36489.0,109065.0,40418.0,9.9,706.0,39789.0
2460,01:21.96,,29380.0,36495.0,109063.0,40389.0,9.9,705.0,39792.0
2461,01:22.00,,29391.0,36495.0,109058.0,40373.0,9.9,703.0,39792.0
2462,01:22.03,,29391.0,36495.0,109052.0,40336.0,9.9,702.0,39813.0
2463,01:22.06,,29391.0,36495.0,109048.0,40293.0,9.9,700.0,39845.0
2464,01:22.09,,29391.0,36495.0,109046.0,40259.0,9.9,697.0,39900.0
2465,01:22.13,,29378.0,36495.0,109047.0,40198.0,9.9,695.0,39964.0
2466,01:22.16,,29391.0,36507.0,109047.0,40169.0,9.9,694.0,40016.0
2467,01:22.20,,29396.0,36511.0,109045.0,40122.0,9.9,692.0,40074.0
2468,01:22.23,,29407.0,36521.0,109043.0,40101.0,9.9,690.0,40112.0
2469,01:22.26,,29428.0,36537.0,109043.0,40074.0,9.9,688.0,40149.0
2470,01:22.29,,29449.0,36553.0,109041.0,40069.0,9.9,686.0,40197.0
2471,01:22.33,,29471.0,36580.0,109038.0,40026.0,9.9,684.0,40261.0
2472,01:22.36,,29503.0,36613.0,109031.0,40086.0,9.9,682.0,40358.0
2473,01:22.40,,29538.0,36658.0,109025.0,40313.0,9.9,680.0,40515.0
2474,01:22.43,,29592.0,36699.0,109018.0,40460.0,9.9,677.0,40684.0
2475,01:22.46,,29636.0,36719.0,109023.0,40512.0,9.9,674.0,40762.0
2476,01:22.50,,29652.0,36740.0,109025.0,40544.0,9.9,672.0,40762.0
2477,01:22.53,,29673.0,36761.0,109021.0,40597.0,9.9,670.0,40741.0
2478,01:22.56,,29721.0,36807.0,109010.0,40642.0,9.9,667.0,40720.0
2479,01:22.59,,29769.0,36857.0,109007.0,40645.0,9.9,664.0,40736.0
2480,01:22.63,,29796.0,36873.0,109006.0,40608.0,9.9,662.0,40736.0
2481,01:22.66,,29828.0,36900.0,109001.0,40522.0,9.9,659.0,40714.0
2482,01:22.70,,29879.0,36948.0,109000.0,40509.0,9.9,656.0,40682.0
2483,01:22.73,,29955.0,37011.0,108993.0,40464.0,9.9,652.0,40704.0
2484,01:22.76,,30033.0,37082.0,108996.0,40411.0,9.9,649.0,40740.0
2485,01:22.79,,30099.0,37153.0,108982.0,40338.0,9.9,645.0,40738.0
2486,01:22.83,,30185.0,37250.0,108967.0,40277.0,9.9,641.0,40789.0
2487,01:22.86,,30239.0,37321.0,108963.0,40234.0,9.9,636.0,40842.0
2488,01:22.90,,30265.0,37353.0,108966.0,40181.0,9.9,632.0,40858.0
2489,01:22.93,,30292.0,37385.0,108960.0,40144.0,9.9,628.0,40885.0
2490,01:22.96,,30329.0,37436.0,108952.0,40109.0,9.9,623.0,40930.0
2491,01:23.00,,30372.0,37481.0,108947.0,40074.0,9.9,618.0,40992.0
2492,01:23.03,,30393.0,37508.0,108949.0,40048.0,9.9,613.0,41024.0
2493,01:23.06,,30409.0,37540.0,108945.0,40010.0,9.9,609.0,41050.0
2494,01:23.09,,30444.0,37583.0,108939.0,39986.0,9.9,605.0,41080.0
2495,01:23.13,,30473.0,37620.0,108937.0,39952.0,9.9,600.0,41088.0
2496,01:23.16,,30495.0,37652.0,108935.0,39920.0,9.9,596.0,41093.0
2497,01:23.20,,30500.0,37673.0,108931.0,39930.0,9.9,591.0,41088.0
2498,01:23.23,,30519.0,37695.0,108930.0,40026.0,9.9,587.0,41069.0
2499,01:23.26,,30527.0,37733.0,108934.0,40259.0,9.9,583.0,41100.0
2500,01:23.29,,30527.0,37749.0,108930.0,40368.0,9.9,579.0,41081.0
2501,01:23.33,,30523.0,37743.0,108923.0,40454.0,9.9,576.0,40921.0
2502,01:23.36,,30511.0,37743.0,108925.0,40496.0,9.9,574.0,40784.0
2503,01:23.40,,30511.0,37737.0,108926.0,40522.0,9.9,571.0,40698.0
2504,01:23.43,,30495.0,37727.0,108922.0,40544.0,9.9,569.0,40629.0
2505,01:23.46,,30479.0,37705.0,108919.0,40533.0,9.9,566.0,40554.0
2506,01:23.50,,30468.0,37684.0,108920.0,40474.0,9.9,565.0,40469.0
2507,01:23.53,,30463.0,37659.0,108920.0,40441.0,9.9,563.0,40323.0
2508,01:23.56,,30443.0,37640.0,108929.0,40416.0,9.9,562.0,40169.0
2509,01:23.59,,30424.0,37624.0,108936.0,40416.0,9.9,561.0,40086.0
2510,01:23.63,,30409.0,37604.0,108933.0,40378.0,9.9,561.0,40026.0
2511,01:23.66,,30377.0,37577.0,108932.0,40357.0,9.9,561.0,39952.0
2512,01:23.70,,30356.0,37561.0,108934.0,40368.0,9.9,561.0,39866.0
2513,01:23.73,,30343.0,37535.0,108936.0,40309.0,9.9,561.0,39773.0
2514,01:23.76,,30324.0,37508.0,108939.0,40277.0,9.9,562.0,39733.0
2515,01:23.79,,30292.0,37481.0,108943.0,40288.0,9.9,563.0,39706.0
2516,01:23.83,,30276.0,37460.0,108946.0,40261.0,9.9,564.0,39685.0
2517,01:23.86,,30239.0,37423.0,108950.0,40226.0,9.9,566.0,39629.0
2518,01:23.90,,30212.0,37391.0,108949.0,40202.0,9.9,567.0,39584.0
2519,01:23.93,,30191.0,37369.0,108948.0,40154.0,9.9,569.0,39562.0
2520,01:23.96,,30169.0,37348.0,108948.0,40149.0,9.9,571.0,39541.0
2521,01:24.00,,30129.0,37311.0,108947.0,40114.0,9.9,573.0,39522.0
2522,01:24.03,,30100.0,37268.0,108953.0,40080.0,9.9,575.0,39504.0
2523,01:24.06,,30073.0,37236.0,108953.0,40085.0,9.9,577.0,39482.0
2524,01:24.09,,30047.0,37209.0,108953.0,40032.0,9.9,578.0,39445.0
2525,01:24.13,,30007.0,37180.0,108954.0,40024.0,9.9,579.0,39413.0
2526,01:24.16,,29967.0,37156.0,108956.0,40010.0,9.9,581.0,39408.0
2527,01:24.20,,29935.0,37129.0,108953.0,40074.0,9.9,582.0,39381.0
2528,01:24.23,,29908.0,37108.0,108956.0,40256.0,9.9,583.0,39381.0
2529,01:24.26,,29871.0,37060.0,108963.0,40434.0,9.9,585.0,39416.0
2530,01:24.29,,29849.0,37012.0,108962.0,40522.0,9.9,586.0,39450.0
2531,01:24.33,,29828.0,36969.0,108964.0,40576.0,9.9,587.0,39434.0
2532,01:24.36,,29796.0,36932.0,108968.0,40629.0,9.9,589.0,39408.0
2533,01:24.40,,29745.0,36895.0,108963.0,40685.0,9.9,590.0,39360.0
2534,01:24.43,,29721.0,36863.0,108961.0,40720.0,9.9,590.0,39333.0
2535,01:24.46,,29695.0,36852.0,108961.0,40720.0,9.9,591.0,39344.0
2536,01:24.50,,29689.0,36825.0,108960.0,40666.0,9.9,592.0,39322.0
2537,01:24.53,,29676.0,36791.0,108962.0,40618.0,9.9,593.0,39277.0
2538,01:24.56,,29663.0,36761.0,108966.0,40618.0,9.9,594.0,39232.0
2539,01:24.59,,29647.0,36745.0,108969.0,40581.0,9.9,595.0,39216.0
2540,01:24.63,,29641.0,36735.0,108970.0,40576.0,9.9,596.0,39232.0
2541,01:24.66,,29623.0,36716.0,108967.0,40536.0,9.9,597.0,39250.0
2542,01:24.70,,29589.0,36687.0,108961.0,40518.0,9.9,597.0,39241.0
2543,01:24.73,,29573.0,36664.0,108949.0,40483.0,9.9,597.0,39235.0
2544,01:24.76,,29563.0,36655.0,108951.0,40422.0,9.9,596.0,39283.0
2545,01:24.79,,29551.0,36649.0,108946.0,40394.0,9.9,595.0,39322.0
2546,01:24.83,,29540.0,36644.0,108945.0,40368.0,9.9,593.0,39365.0
2547,01:24.86,,29535.0,36628.0,108948.0,40341.0,9.9,592.0,39381.0
2548,01:24.90,,29521.0,36623.0,108944.0,40309.0,9.9,591.0,39437.0
2549,01:24.93,,29519.0,36617.0,108943.0,40256.0,9.9,590.0,39504.0
2550,01:24.96,,29503.0,36612.0,108939.0,40245.0,9.9,588.0,39552.0
2551,01:25.00,,29503.0,36607.0,108933.0,40213.0,9.9,586.0,39600.0
2552,01:25.03,,29489.0,36607.0,108929.0,40186.0,9.9,584.0,39664.0
2553,01:25.06,,29487.0,36601.0,108928.0,40138.0,9.9,582.0,39706.0
2554,01:25.09,,29487.0,36596.0,108925.0,40128.0,9.9,579.0,39728.0
2555,01:25.13,,29476.0,36591.0,108919.0,40106.0,9.9,575.0,39744.0
2556,01:25.16,,29457.0,36591.0,108914.0,40069.0,9.9,572.0,39802.0
2557,01:25.20,,29439.0,36591.0,108910.0,40138.0,9.9,568.0,39856.0
2558,01:25.23,,29433.0,36591.0,108912.0,40330.0,9.9,566.0,39904.0
2559,01:25.26,,29423.0,36591.0,108910.0,40448.0,9.9,563.0,39968.0
2560,01:25.29,,29433.0,36577.0,108903.0,40560.0,9.9,560.0,40064.0
2561,01:25.33,,29428.0,36559.0,108897.0,40656.0,9.9,557.0,40112.0
2562,01:25.36,,29423.0,36548.0,108899.0,40730.0,9.9,554.0,40096.0
2563,01:25.40,,29423.0,36543.0,108899.0,40746.0,9.9,551.0,40058.0
2564,01:25.43,,29409.0,36543.0,108888.0,40778.0,9.9,547.0,40021.0
2565,01:25.46,,29407.0,36543.0,108886.0,40800.0,9.9,544.0,40000.0
2566,01:25.50,,29407.0,36537.0,108885.0,40757.0,9.9,540.0,39968.0
2567,01:25.53,,29412.0,36527.0,108884.0,40730.0,9.9,537.0,39925.0
2568,01:25.56,,29420.0,36521.0,108879.0,40698.0,9.9,534.0,39832.0
2569,01:25.59,,29423.0,36527.0,108872.0,40693.0,9.9,531.0,39776.0
2570,01:25.63,,29423.0,36527.0,108867.0,40682.0,9.9,527.0,39760.0
2571,01:25.66,,29423.0,36511.0,108860.0,40645.0,9.9,524.0,39754.0
2572,01:25.70,,29412.0,36508.0,108855.0,40610.0,9.9,520.0,39720.0
2573,01:25.73,,29407.0,36500.0,108851.0,40554.0,9.9,516.0,39669.0
2574,01:25.76,,29407.0,36500.0,108847.0,40554.0,9.9,512.0,39658.0
2575,01:25.79,,29407.0,36505.0,108844.0,40528.0,9.9,508.0,39669.0
2576,01:25.83,,29407.0,36511.0,108841.0,40488.0,9.9,504.0,39693.0
2577,01:25.86,,29407.0,36511.0,108838.0,40421.0,9.9,500.0,39722.0
2578,01:25.90,,29407.0,36511.0,108834.0,40394.0,9.9,496.0,39744.0
2579,01:25.93,,29407.0,36505.0,108827.0,40389.0,9.9,492.0,39770.0
2580,01:25.96,,29407.0,36505.0,108829.0,40354.0,9.9,488.0,39813.0
2581,01:26.00,,29407.0,36511.0,108828.0,40278.0,9.9,484.0,39865.0
2582,01:26.03,,29407.0,36511.0,108822.0,40265.0,9.9,480.0,39900.0
2583,01:26.06,,29407.0,36514.0,108819.0,40204.0,9.9,476.0,39929.0
2584,01:26.09,,29407.0,36511.0,108808.0,40170.0,9.9,472.0,39936.0
2585,01:26.13,,29388.0,36511.0,108809.0,40122.0,9.9,468.0,39946.0
2586,01:26.16,,29375.0,36524.0,108804.0,40184.0,9.9,464.0,40002.0
2587,01:26.20,,29369.0,36513.0,108802.0,40477.0,9.9,460.0,40109.0
2588,01:26.23,,29375.0,36508.0,108795.0,40645.0,9.9,457.0,40224.0
2589,01:26.26,,29375.0,36485.0,108792.0,40732.0,9.9,453.0,40227.0
2590,01:26.29,,29359.0,36479.0,108789.0,40816.0,9.9,449.0,40179.0
2591,01:26.33,,29359.0,36482.0,108780.0,40838.0,9.9,445.0,40140.0
2592,01:26.36,,29359.0,36479.0,108779.0,40864.0,9.9,441.0,40096.0
2593,01:26.40,,29364.0,36479.0,108781.0,40794.0,9.9,438.0,40048.0
2594,01:26.43,,29369.0,36473.0,108780.0,40752.0,9.9,435.0,39989.0
2595,01:26.46,,29375.0,36476.0,108779.0,40752.0,9.9,431.0,39914.0
2596,01:26.50,,29380.0,36479.0,108778.0,40714.0,9.9,428.0,39877.0
2597,01:26.53,,29385.0,36479.0,108777.0,40704.0,9.9,425.0,39861.0
2598,01:26.56,,29380.0,36463.0,108774.0,40677.0,9.9,422.0,39845.0
2599,01:26.59,,29372.0,36465.0,108772.0,40648.0,9.9,420.0,39813.0
2600,01:26.63,,29359.0,36463.0,108767.0,40602.0,9.9,417.0,39792.0
2601,01:26.66,,29375.0,36463.0,108761.0,40592.0,9.9,414.0,39792.0
2602,01:26.70,,29375.0,36463.0,108757.0,40560.0,9.9,411.0,39797.0
2603,01:26.73,,29375.0,36476.0,108753.0,40522.0,9.9,408.0,39810.0
2604,01:26.76,,29375.0,36463.0,108753.0,40490.0,9.9,406.0,39834.0
2605,01:26.79,,29375.0,36473.0,108754.0,40437.0,9.9,403.0,39861.0
2606,01:26.83,,29375.0,36468.0,108750.0,40410.0,9.9,401.0,39898.0
2607,01:26.86,,29375.0,36465.0,108744.0,40376.0,9.9,399.0,39946.0
2608,01:26.90,,29380.0,36479.0,108743.0,40336.0,9.9,396.0,39989.0
2609,01:26.93,,29375.0,36479.0,108739.0,40320.0,9.9,394.0,40005.0
2610,01:26.96,,29375.0,36479.0,108735.0,40288.0,9.9,391.0,40021.0
2611,01:27.00,,29375.0,36479.0,108736.0,40242.0,9.9,388.0,40045.0
2612,01:27.03,,29375.0,36479.0,108735.0,40208.0,9.9,385.0,40064.0
2613,01:27.06,,29375.0,36479.0,108733.0,40197.0,9.9,382.0,40058.0
2614,01:27.09,,29364.0,36479.0,108731.0,40149.0,9.9,380.0,40074.0
2615,01:27.13,,29359.0,36489.0,108727.0,40194.0,9.9,377.0,40109.0
2616,01:27.16,,29339.0,36482.0,108722.0,40454.0,9.9,374.0,40195.0
2617,01:27.20,,29343.0,36479.0,108714.0,40643.0,9.9,371.0,40297.0
2618,01:27.23,,29343.0,36469.0,108708.0,40732.0,9.9,368.0,40364.0
2619,01:27.26,,29343.0,36452.0,108706.0,40816.0,9.9,365.0,40336.0
2620,01:27.29,,29343.0,36452.0,108704.0,40880.0,9.9,362.0,40288.0
2621,01:27.33,,29343.0,36463.0,108698.0,40874.0,9.9,359.0,40250.0
2622,01:27.36,,29337.0,36463.0,108694.0,40901.0,9.9,355.0,40229.0
2623,01:27.40,,29343.0,36463.0,108692.0,40912.0,9.9,352.0,40202.0
2624,01:27.43,,29343.0,36450.0,108689.0,40822.0,9.9,348.0,40134.0
2625,01:27.46,,29343.0,36447.0,108686.0,40809.0,9.9,345.0,40032.0
2626,01:27.50,,29355.0,36447.0,108681.0,40774.0,9.9,342.0,39958.0
2627,01:27.53,,29359.0,36447.0,108680.0,40741.0,9.9,338.0,39952.0
2628,01:27.56,,29359.0,36447.0,108678.0,40725.0,9.9,334.0,39941.0
2629,01:27.59,,29359.0,36447.0,108675.0,40714.0,9.9,330.0,39904.0
2630,01:27.63,,29359.0,36447.0,108677.0,40680.0,9.9,327.0,39861.0
2631,01:27.66,,29359.0,36441.0,108679.0,40650.0,9.9,324.0,39834.0
2632,01:27.70,,29359.0,36447.0,108676.0,40602.0,9.9,322.0,39850.0
2633,01:27.73,,29359.0,36447.0,108672.0,40581.0,9.9,319.0,39866.0
2634,01:27.76,,29348.0,36447.0,108664.0,40533.0,9.9,317.0,39901.0
2635,01:27.79,,29359.0,36447.0,108662.0,40496.0,9.9,314.0,39925.0
2636,01:27.83,,29359.0,36447.0,108662.0,40469.0,9.9,311.0,39952.0
2637,01:27.86,,29359.0,36447.0,108655.0,40448.0,9.9,309.0,39973.0
2638,01:27.90,,29359.0,36449.0,108654.0,40394.0,9.9,306.0,40000.0
2639,01:27.93,,29359.0,36452.0,108658.0,40346.0,9.9,304.0,40026.0
2640,01:27.96,,29359.0,36463.0,108654.0,40336.0,9.9,302.0,40042.0
2641,01:28.00,,29369.0,36473.0,108651.0,40314.0,9.9,300.0,40069.0
2642,01:28.03,,29369.0,36484.0,108648.0,40253.0,9.9,298.0,40120.0
2643,01:28.06,,29380.0,36500.0,108653.0,40234.0,9.9,296.0,40154.0
2644,01:28.09,,29391.0,36511.0,108652.0,40197.0,9.9,295.0,40192.0
2645,01:28.13,,29401.0,36532.0,108656.0,40176.0,9.9,293.0,40261.0
2646,01:28.16,,29433.0,36564.0,108657.0,40264.0,9.9,292.0,40386.0
2647,01:28.20,,29465.0,36596.0,108652.0,40485.0,9.9,290.0,40522.0
2648,01:28.23,,29481.0,36612.0,108651.0,40586.0,9.9,289.0,40634.0
2649,01:28.26,,29513.0,36623.0,108653.0,40672.0,9.9,288.0,40725.0
2650,01:28.29,,29561.0,36644.0,108653.0,40746.0,9.9,287.0,40773.0
2651,01:28.33,,29593.0,36676.0,108654.0,40826.0,9.9,287.0,40768.0
2652,01:28.36,,29625.0,36703.0,108654.0,40842.0,9.9,287.0,40752.0
2653,01:28.40,,29663.0,36735.0,108656.0,40880.0,9.9,287.0,40752.0
2654,01:28.43,,29719.0,36775.0,108658.0,40840.0,9.9,287.0,40736.0
2655,01:28.46,,29791.0,36820.0,108661.0,40757.0,9.9,287.0,40720.0
2656,01:28.50,,29833.0,36857.0,108663.0,40736.0,9.9,288.0,40714.0
2657,01:28.53,,29871.0,36889.0,108665.0,40725.0,9.9,289.0,40709.0
2658,01:28.56,,29927.0,36964.0,108663.0,40690.0,9.9,290.0,40757.0
2659,01:28.59,,30005.0,37048.0,108664.0,40633.0,9.9,291.0,40832.0
2660,01:28.63,,30056.0,37119.0,108665.0,40595.0,9.9,291.0,40867.0
2661,01:28.66,,30114.0,37199.0,108669.0,40537.0,9.9,292.0,40928.0
2662,01:28.70,,30164.0,37263.0,108673.0,40512.0,9.9,294.0,40992.0
2663,01:28.73,,30201.0,37305.0,108674.0,40448.0,9.9,295.0,41024.0
2664,01:28.76,R5,30228.0,37343.0,108674.0,40458.0,9.9,297.0,41050.0
2665,01:28.79,R5,30276.0,37396.0,108674.0,40397.0,9.9,298.0,41082.0
2666,01:28.83,R5,30324.0,37444.0,108677.0,40336.0,9.9,300.0,41114.0
2667,01:28.86,R5,30356.0,37481.0,108677.0,40293.0,9.9,301.0,41136.0
2668,01:28.90,R5,30388.0,37508.0,108676.0,40266.0,9.9,302.0,41162.0
2669,01:28.93,R5,30423.0,37545.0,108674.0,40237.0,9.9,303.0,41192.0
2670,01:28.96,R5,30463.0,37588.0,108670.0,40208.0,9.9,304.0,41200.0
2671,01:29.00,R5,30489.0,37609.0,108668.0,40160.0,9.9,304.0,41216.0
2672,01:29.03,R5,30505.0,37631.0,108668.0,40149.0,9.9,305.0,41216.0
2673,01:29.06,R5,30529.0,37663.0,108669.0,40088.0,9.9,305.0,41184.0
2674,01:29.09,R5,30559.0,37689.0,108666.0,40085.0,9.9,305.0,41130.0
2675,01:29.13,R5,30559.0,37705.0,108670.0,40032.0,9.9,305.0,41093.0
2676,01:29.16,R5,30543.0,37711.0,108668.0,40016.0,9.9,305.0,41040.0
2677,01:29.20,R5,30553.0,37719.0,108663.0,40192.0,9.9,305.0,40968.0
2678,01:29.23,R5,30532.0,37711.0,108668.0,40437.0,9.9,304.0,40917.0
2679,01:29.26,R5,30511.0,37689.0,108668.0,40544.0,9.9,304.0,40885.0
2680,01:29.29,R5,30500.0,37668.0,108666.0,40618.0,9.9,303.0,40816.0
2681,01:29.33,R5,30471.0,37639.0,108663.0,40690.0,9.9,302.0,40642.0
2682,01:29.36,R5,30419.0,37601.0,108661.0,40790.0,9.9,301.0,40420.0
2683,01:29.40,R5,30376.0,37567.0,108658.0,40786.0,9.9,300.0,40224.0
2684,01:29.43,R5,30344.0,37528.0,108655.0,40722.0,9.9,299.0,39995.0
2685,01:29.46,R5,30306.0,37487.0,108648.0,40672.0,9.9,297.0,39832.0
2686,01:29.50,R5,30281.0,37444.0,108646.0,40661.0,9.9,296.0,39792.0
2687,01:29.53,R5,30260.0,37428.0,108646.0,40629.0,9.9,295.0,39744.0
2688,01:29.56,R5,30233.0,37401.0,108651.0,40592.0,9.9,293.0,39685.0
2689,01:29.59,R5,30207.0,37364.0,108643.0,40562.0,9.9,292.0,39624.0
2690,01:29.63,R5,30185.0,37321.0,108636.0,40533.0,9.9,290.0,39600.0
2691,01:29.66,R5,30164.0,37305.0,108643.0,40490.0,9.9,288.0,39578.0
2692,01:29.70,R5,30137.0,37279.0,108646.0,40501.0,9.9,287.0,39552.0
2693,01:29.73,R5,30111.0,37236.0,108651.0,40440.0,9.9,286.0,39496.0
2694,01:29.76,R5,30073.0,37193.0,108653.0,40410.0,9.9,285.0,39424.0
2695,01:29.79,R5,30047.0,37161.0,108651.0,40373.0,9.9,284.0,39392.0
2696,01:29.83,R5,30025.0,37129.0,108646.0,40368.0,9.9,282.0,39370.0
2697,01:29.86,R5,29991.0,37089.0,108647.0,40320.0,9.9,282.0,39354.0
2698,01:29.90,R5,29938.0,37035.0,108651.0,40268.0,9.9,281.0,39360.0
2699,01:29.93,R5,29893.0,36987.0,108660.0,40256.0,9.9,281.0,39350.0
2700,01:29.96,R5,29864.0,36952.0,108663.0,40208.0,9.9,282.0,39324.0
2701,01:30.00,R5,29828.0,36932.0,108664.0,40197.0,9.9,284.0,39306.0
2702,01:30.03,R5,29791.0,36916.0,108667.0,40154.0,9.9,285.0,39317.0
2703,01:30.06,R5,29764.0,36900.0,108676.0,40208.0,9.9,287.0,39333.0
2704,01:30.09,R5,29732.0,36884.0,108675.0,40400.0,9.9,289.0,39360.0
2705,01:30.13,R5,29695.0,36857.0,108675.0,40565.0,9.9,291.0,39402.0
2706,01:30.16,R5,29679.0,36834.0,108679.0,40710.0,9.9,294.0,39478.0
2707,01:30.20,R5,29659.0,36779.0,108684.0,40793.0,9.9,296.0,39545.0
2708,01:30.23,R5,29618.0,36735.0,108686.0,40880.0,9.9,299.0,39555.0
2709,01:30.26,R5,29593.0,36708.0,108689.0,40928.0,9.9,301.0,39552.0
2710,01:30.29,R5,29577.0,36697.0,108692.0,40976.0,9.9,304.0,39552.0
2711,01:30.33,R5,29556.0,36681.0,108694.0,40981.0,9.9,307.0,39552.0
2712,01:30.36,R5,29543.0,36657.0,108698.0,40928.0,9.9,310.0,39528.0
2713,01:30.40,R5,29535.0,36639.0,108707.0,40874.0,9.9,314.0,39472.0
2714,01:30.43,R5,29524.0,36623.0,108709.0,40901.0,9.9,317.0,39434.0
2715,01:30.46,R5,29519.0,36623.0,108709.0,40869.0,9.9,320.0,39397.0
2716,01:30.50,R5,29511.0,36607.0,108708.0,40856.0,9.9,323.0,39392.0
2717,01:30.53,R5,29497.0,36601.0,108714.0,40800.0,9.9,327.0,39402.0
2718,01:30.56,R5,29487.0,36585.0,108717.0,40762.0,9.9,329.0,39408.0
2719,01:30.59,R5,29487.0,36591.0,108715.0,40752.0,9.9,332.0,39392.0
2720,01:30.63,R5,29473.0,36575.0,108712.0,40717.0,9.9,334.0,39413.0
2721,01:30.66,R5,29471.0,36575.0,108715.0,40666.0,9.9,337.0,39472.0
2722,01:30.70,R5,29471.0,36575.0,108718.0,40624.0,9.9,339.0,39514.0
2723,01:30.73,R5,29455.0,36559.0,108719.0,40592.0,9.9,341.0,39552.0
2724,01:30.76,R5,29455.0,36559.0,108718.0,40562.0,9.9,343.0,39597.0
2725,01:30.79,R5,29455.0,36559.0,108721.0,40496.0,9.9,345.0,39654.0
2726,01:30.83,R5,29448.0,36555.0,108722.0,40451.0,9.9,347.0,39724.0
2727,01:30.86,R5,29439.0,36549.0,108722.0,40406.0,9.9,349.0,39776.0
2728,01:30.90,R5,29439.0,36548.0,108721.0,40378.0,9.9,350.0,39813.0
2729,01:30.93,R5,29439.0,36553.0,108721.0,40341.0,9.9,350.0,39834.0
2730,01:30.96,R5,29439.0,36553.0,108723.0,40352.0,9.9,351.0,39845.0
2731,01:31.00,R5,29428.0,36543.0,108726.0,40288.0,9.9,352.0,39850.0
2732,01:31.03,R5,29423.0,36543.0,108725.0,40277.0,9.9,353.0,39856.0
2733,01:31.06,R5,29413.0,36549.0,108724.0,40240.0,9.9,354.0,39884.0
2734,01:31.09,R5,29394.0,36543.0,108723.0,40329.0,9.9,354.0,39948.0
2735,01:31.13,R5,29391.0,36543.0,108719.0,40614.0,9.9,355.0,40048.0
2736,01:31.16,R5,29391.0,36543.0,108725.0,40778.0,9.9,355.0,40149.0
2737,01:31.20,R5,29391.0,36527.0,108730.0,40837.0,9.9,356.0,40192.0
2738,01:31.23,R5,29391.0,36516.0,108732.0,40896.0,9.9,357.0,40213.0
2739,01:31.26,R5,29380.0,36508.0,108728.0,40973.0,9.9,358.0,40186.0
2740,01:31.29,R5,29375.0,36500.0,108726.0,41024.0,9.9,358.0,40149.0
2741,01:31.33,R5,29375.0,36495.0,108733.0,41029.0,9.9,359.0,40133.0
2742,01:31.36,R5,29375.0,36505.0,108735.0,41066.0,9.9,360.0,40101.0
2743,01:31.40,R5,29375.0,36495.0,108733.0,40997.0,9.9,360.0,40026.0
2744,01:31.43,R5,29375.0,36489.0,108739.0,40960.0,9.9,362.0,39936.0
2745,01:31.46,R5,29391.0,36495.0,108739.0,40965.0,9.9,363.0,39877.0
2746,01:31.50,R5,29380.0,36495.0,108738.0,40938.0,9.9,363.0,39856.0
2747,01:31.53,R5,29388.0,36487.0,108743.0,40904.0,9.9,365.0,39842.0
2748,01:31.56,R5,29380.0,36479.0,108747.0,40880.0,9.9,366.0,39818.0
2749,01:31.59,R5,29375.0,36473.0,108749.0,40842.0,9.9,368.0,39797.0
2750,01:31.63,R5,29375.0,36473.0,108754.0,40821.0,9.9,370.0,39776.0
2751,01:31.66,R5,29375.0,36479.0,108757.0,40773.0,9.9,372.0,39773.0
