"PF090316_Cleaned_Copy_1_01A_events.csv","X","13","25","39","C46","R33","C47","R35","C48","26","XX","-","-","-"
"PF090316_Cleaned_Copy_1_02A_events.csv","X","13","25","SNF","39","C46","R35","SNF","SNF","C47","R33","C48","26","XX"
"PF090316_Cleaned_Copy_1_03A_events.csv","X","13","25","39","C46","R33","C47","R35","C48","26","XX","-","-","-"
