"Sample","Time","Label","UPneumo","LPneumo","EDA1","Cardio1","Move1","DE","Aux01"
100," 00:03.29"," -------X",32937,37407,116474,42186,-9.9,78,48000
101," 00:03.33"," -------X",32903,37420,116486,42184,-9.9,81,47682
102," 00:03.36"," -------X",32884,37439,116488,42176,-9.9,83,47472
103," 00:03.39"," -------X",32868,37465,116489,42154,-9.9,86,47413
104," 00:03.43"," -------X",32857,37492,116489,42117,-9.9,89,47306
105," 00:03.46"," -------X",32807,37511,116492,42002,-9.9,92,47234
106," 00:03.50"," -------X",32740,37529,116491,41893,-9.9,94,47205
107," 00:03.53"," -------X",32740,37535,116491,41850,-9.9,95,47120
108," 00:03.56"," -------X",32767,37545,116489,41770,-9.9,97,47045
109," 00:03.60"," -------X",32831,37527,116479,41693,-9.9,98,46898
110," 00:03.63"," -------X",32799,37464,116492,41715,-9.9,100,46825
111," 00:03.66"," -------X",32741,37407,116498,42096,-9.9,102,46748
112," 00:03.70"," -------X",32763,37327,116501,42320,-9.9,105,47142
113," 00:03.73"," -------X",32793,37279,116509,42309,-9.9,108,47850
114," 00:03.76"," -------X",32767,37236,116508,42288,-9.9,110,48453
115," 00:03.79"," -------X",32756,37225,116510,42240,-9.9,113,48597
116," 00:03.83"," -------X",32777,37193,116514,42130,-9.9,115,48461
117," 00:03.86"," -------X",32799,37199,116517,42042,-9.9,116,48117
118," 00:03.89"," -------X",32799,37199,116520,42064,-9.9,119,47968
119," 00:03.93"," -------X",32799,37199,116509,42058,-9.9,120,47685
120," 00:03.96"," -------X",32831,37204,116508,42053,-9.9,121,47514
121," 00:04.00"," -------X",32873,37236,116516,42048,-9.9,123,47482
122," 00:04.03"," -------X",32900,37268,116516,42010,-9.9,124,47413
123," 00:04.06"," -------X",32921,37289,116517,41957,-9.9,126,47328
124," 00:04.09"," -------X",32935,37295,116525,41869,-9.9,129,47272
125," 00:04.13"," -------X",32981,37320,116520,41785,-9.9,131,47174
126," 00:04.16"," -------X",33007,37349,116528,41708,-9.9,133,46972
127," 00:04.20"," -------X",33019,37371,116535,41840,-9.9,135,46915
128," 00:04.23"," -------X",33012,37375,116522,42138,-9.9,136,46837
129," 00:04.26"," -------X",33023,37359,116529,42240,-9.9,138,47018
130," 00:04.29"," -------X",33039,37343,116538,42266,-9.9,139,47610
131," 00:04.33"," -------X",33028,37359,116538,42213,-9.9,141,48269
132," 00:04.36"," -------X",33028,37401,116528,42133,-9.9,142,48469
133," 00:04.40"," -------X",33055,37439,116527,42026,-9.9,142,48261
134," 00:04.43"," -------X",33076,37476,116525,41978,-9.9,143,47973
135," 00:04.46"," -------X",33089,37505,116515,41928,-9.9,144,47624
136," 00:04.50"," -------X",33113,37529,116500,41946,-9.9,143,47408
137," 00:04.53"," -------X",33140,37556,116502,41952,-9.9,142,47429
138," 00:04.56"," -------X",33183,37593,116511,41930,-9.9,141,47370
139," 00:04.59"," -------X",33223,37631,116521,41877,-9.9,141,47386
140," 00:04.63"," -------X",33253,37669,116524,41763,-9.9,141,47286
141," 00:04.66"," -------X",33279,37711,116529,41676,-9.9,141,47190
142," 00:04.70"," --------",33311,37755,116521,41612,-9.9,141,47030
143," 00:04.73"," --------",33327,37775,116522,41690,-9.9,141,46954
144," 00:04.76"," --------",33327,37780,116527,41941,-9.9,140,46960
145," 00:04.79"," --------",33327,37775,116528,42101,-9.9,140,46928
146," 00:04.83"," --------",33327,37769,116529,42181,-9.9,139,47506
147," 00:04.86"," --------",33337,37796,116534,42138,-9.9,140,48250
148," 00:04.90"," --------",33343,37833,116542,42080,-9.9,141,48490
149," 00:04.93"," --------",33359,37855,116552,42005,-9.9,142,48501
150," 00:04.96"," --------",33377,37895,116539,41890,-9.9,144,48125
151," 00:05.00"," --------",33385,37929,116519,41845,-9.9,145,47776
152," 00:05.03"," --------",33396,37951,116519,41850,-9.9,146,47546
153," 00:05.06"," --------",33433,37977,116527,41834,-9.9,147,47365
154," 00:05.09"," --------",33473,38017,116529,41813,-9.9,148,47304
155," 00:05.13"," --------",33519,38050,116531,41763,-9.9,148,47404
156," 00:05.16"," --------",33557,38066,116541,41680,-9.9,149,47292
157," 00:05.20"," --------",33554,38056,116530,41606,-9.9,150,47206
158," 00:05.23"," --------",33524,38031,116513,41552,-9.9,149,47221
159," 00:05.26"," --------",33513,38015,116506,41605,-9.9,148,47072
160," 00:05.29"," --------",33497,37983,116504,41850,-9.9,146,47040
161," 00:05.33"," --------",33463,37903,116498,42093,-9.9,144,47258
162," 00:05.36"," --------",33444,37844,116506,42138,-9.9,142,47968
163," 00:05.40"," --------",33423,37839,116508,42096,-9.9,140,48432
164," 00:05.43"," --------",33412,37828,116512,42058,-9.9,137,48629
165," 00:05.46"," --------",33396,37788,116512,41954,-9.9,136,48669
166," 00:05.50"," --------",33391,37764,116509,41861,-9.9,135,48400
167," 00:05.53"," --------",33375,37764,116510,41818,-9.9,134,48149
168," 00:05.56"," --------",33369,37753,116506,41824,-9.9,133,47952
169," 00:05.59"," --------",33356,37743,116507,41834,-9.9,131,47770
170," 00:05.63"," --------",33359,37752,116505,41792,-9.9,130,47632
171," 00:05.66"," --------",33355,37743,116513,41731,-9.9,128,47641
172," 00:05.70"," --------",33343,37733,116535,41654,-9.9,128,47529
173," 00:05.73"," --------",33327,37721,116525,41589,-9.9,129,47456
174," 00:05.76"," --------",33327,37711,116517,41552,-9.9,130,47338
175," 00:05.79"," --------",33321,37711,116525,41578,-9.9,131,47232
176," 00:05.83"," --------",33300,37687,116543,41925,-9.9,134,47192
177," 00:05.86"," --------",33295,37615,116544,42117,-9.9,137,47514
178," 00:05.90"," --------",33284,37567,116543,42138,-9.9,139,48133
179," 00:05.93"," --------",33279,37540,116543,42128,-9.9,141,48682
180," 00:05.96"," --------",33225,37516,116547,42085,-9.9,143,49146
181," 00:06.00"," --------",33204,37503,116551,42000,-9.9,146,48992
182," 00:06.03"," --------",33199,37508,116552,41925,-9.9,149,48874
183," 00:06.06"," --------",33188,37513,116553,41909,-9.9,152,48645
184," 00:06.09"," --------",33159,37521,116563,41896,-9.9,156,48330
185," 00:06.13"," --------",33154,37554,116574,41862,-9.9,160,48003
186," 00:06.16"," --------",33154,37599,116579,41817,-9.9,165,47900
187," 00:06.20"," --------",33131,37599,116588,41753,-9.9,168,47875
188," 00:06.23"," --------",33108,37599,116590,41680,-9.9,173,47717
189," 00:06.26"," --------",33103,37599,116586,41653,-9.9,177,47685
190," 00:06.29"," --------",33092,37599,116577,41616,-9.9,181,47541
191," 00:06.33"," --------",33057,37588,116582,41632,-9.9,183,47344
192," 00:06.36"," --------",32996,37567,116593,41909,-9.9,187,47242
193," 00:06.40"," --------",32964,37513,116591,42064,-9.9,190,47333
194," 00:06.43"," --------",32948,37455,116595,42128,-9.9,193,47696
195," 00:06.46"," --------",32932,37393,116603,42141,-9.9,197,48738
196," 00:06.50"," --------",32879,37348,116614,42122,-9.9,201,49322
197," 00:06.53"," --------",32852,37332,116627,42058,-9.9,206,49338
198," 00:06.56"," --------",32847,37327,116626,41994,-9.9,211,49232
199," 00:06.59"," --------",32849,37335,116622,41901,-9.9,215,48896
200," 00:06.63"," --------",32818,37333,116618,41830,-9.9,218,48428
201," 00:06.66"," --------",32821,37314,116618,41785,-9.9,221,48204
202," 00:06.70"," --------",32911,37362,116620,41750,-9.9,223,47968
203," 00:06.73"," --------",32964,37407,116631,41680,-9.9,225,47738
204," 00:06.76"," --------",32943,37396,116641,41648,-9.9,229,47632
205," 00:06.79"," --------",32916,37380,116630,41637,-9.9,233,47568
206," 00:06.83"," --------",32884,37361,116621,41605,-9.9,235,47450
207," 00:06.86"," ------13",32863,37359,116620,41541,-9.9,237,47349
208," 00:06.90"," ------13",32863,37353,116618,41514,-9.9,239,47312
209," 00:06.93"," ------13",32868,37359,116622,41498,-9.9,241,47168
210," 00:06.96"," ------13",32852,37337,116635,41765,-9.9,243,47181
211," 00:07.00"," ------13",32831,37279,116660,42021,-9.9,246,47200
212," 00:07.03"," ------13",32836,37236,116667,42101,-9.9,248,47770
213," 00:07.06"," ------13",32836,37204,116660,42106,-9.9,251,48506
214," 00:07.09"," ------13",32809,37161,116656,42080,-9.9,253,49205
215," 00:07.13"," ------13",32805,37154,116659,42006,-9.9,256,49257
216," 00:07.16"," ------13",32815,37170,116657,41910,-9.9,258,49008
217," 00:07.20"," ------13",32815,37192,116651,41881,-9.9,260,48598
218," 00:07.23"," ------13",32815,37199,116669,41877,-9.9,263,48186
219," 00:07.26"," ------13",32836,37215,116680,41850,-9.9,266,47989
220," 00:07.29"," ------13",32857,37215,116681,41818,-9.9,269,47914
221," 00:07.33"," ------13",32863,37233,116673,41762,-9.9,272,47914
222," 00:07.36"," ------13",32884,37263,116667,41680,-9.9,276,47754
223," 00:07.40"," ------13",32911,37305,116664,41637,-9.9,279,47472
224," 00:07.43"," ------13",32948,37337,116670,41594,-9.9,282,47301
225," 00:07.46"," ------13",32972,37359,116672,41560,-9.9,284,47168
226," 00:07.50"," ------13",33001,37396,116656,41514,-9.9,284,47082
227," 00:07.53"," ------13",33033,37428,116662,41482,-9.9,284,46965
228," 00:07.56"," ------13",33065,37455,116674,41466,-9.9,285,46965
229," 00:07.59"," ------13",33100,37497,116665,41426,-9.9,285,46917
230," 00:07.63"," ------13",33147,37560,116658,41347,-9.9,285,46867
231," 00:07.66"," ------13",33183,37608,116660,41292,-9.9,285,46934
232," 00:07.70"," ------13",33199,37650,116652,41446,-9.9,285,46825
233," 00:07.73"," ------13",33204,37657,116664,41818,-9.9,285,46752
234," 00:07.76"," ------13",33220,37647,116671,41946,-9.9,284,46981
235," 00:07.79"," ------13",33247,37647,116674,42005,-9.9,284,47621
236," 00:07.83"," ------13",33244,37673,116671,41981,-9.9,284,48768
237," 00:07.86"," ------13",33263,37721,116674,41930,-9.9,284,49184
238," 00:07.90"," ------13",33305,37759,116672,41866,-9.9,285,49082
239," 00:07.93"," ------13",33343,37807,116675,41781,-9.9,285,48864
240," 00:07.96"," ------13",33380,37863,116681,41741,-9.9,286,48570
241," 00:08.00"," ------13",33396,37908,116679,41749,-9.9,287,48330
242," 00:08.03"," ------13",33439,37940,116672,41733,-9.9,288,48112
243," 00:08.06"," ------13",33476,37983,116664,41717,-9.9,287,47941
244," 00:08.09"," ------13",33519,38068,116674,41661,-9.9,288,47845
245," 00:08.13"," ------13",33573,38136,116691,41577,-9.9,290,47715
246," 00:08.16"," ------13",33643,38203,116689,41507,-9.9,292,47449
247," 00:08.19"," ------13",33685,38274,116667,41462,-9.9,293,47296
248," 00:08.23"," ------13",33716,38319,116666,41424,-9.9,293,47168
249," 00:08.26"," ------13",33743,38356,116674,41392,-9.9,293,47088
250," 00:08.30"," ------13",33769,38393,116672,41392,-9.9,293,47077
251," 00:08.33"," ------13",33801,38431,116674,41330,-9.9,293,46992
252," 00:08.36"," ------13",33828,38468,116670,41370,-9.9,293,46986
253," 00:08.40"," ------13",33833,38479,116663,41573,-9.9,293,46981
254," 00:08.43"," ------13",33844,38484,116649,41728,-9.9,291,46954
255," 00:08.46"," ------13",33849,38489,116637,41800,-9.9,288,47573
256," 00:08.50"," ------13",33855,38500,116655,41792,-9.9,286,48400
257," 00:08.53"," ------13",33876,38511,116672,41765,-9.9,286,48693
258," 00:08.56"," ------13",33908,38500,116662,41717,-9.9,286,48741
259," 00:08.59"," ------13",33967,38481,116641,41608,-9.9,284,48541
260," 00:08.63"," ------13",34002,38443,116636,41571,-9.9,280,48198
261," 00:08.66"," ------13",34047,38434,116639,41555,-9.9,277,47817
262," 00:08.69"," ------13",34104,38450,116645,41523,-9.9,276,47801
263," 00:08.73"," ------13",34185,38484,116642,41466,-9.9,274,47754
264," 00:08.76"," ------13",34260,38532,116642,41440,-9.9,272,47578
265," 00:08.80"," ------13",34335,38601,116646,41408,-9.9,270,47546
266," 00:08.83"," --------",34436,38673,116634,41354,-9.9,267,47386
267," 00:08.86"," --------",34457,38703,116625,41301,-9.9,264,47312
268," 00:08.90"," --------",34447,38703,116615,41290,-9.9,261,47333
269," 00:08.93"," --------",34436,38687,116607,41264,-9.9,258,47237
270," 00:08.96"," --------",34375,38660,116612,41274,-9.9,257,47109
271," 00:09.00"," --------",34303,38617,116620,41536,-9.9,254,47045
272," 00:09.03"," -----Yes",34260,38575,116626,41770,-9.9,251,47093
273," 00:09.06"," --------",34271,38516,116630,41856,-9.9,249,47317
274," 00:09.09"," --------",34265,38444,116627,41786,-9.9,248,48250
275," 00:09.13"," --------",34175,38372,116613,41690,-9.9,247,49157
276," 00:09.16"," --------",34132,38340,116612,41658,-9.9,245,49216
277," 00:09.19"," --------",34127,38335,116616,41605,-9.9,243,49034
278," 00:09.23"," --------",34100,38324,116621,41512,-9.9,242,48757
279," 00:09.26"," --------",33999,38280,116618,41478,-9.9,240,48368
280," 00:09.30"," --------",33874,38216,116608,41472,-9.9,237,47929
281," 00:09.33"," --------",33791,38149,116601,41433,-9.9,235,47785
282," 00:09.36"," --------",33743,38111,116597,41392,-9.9,233,47813
283," 00:09.40"," --------",33711,38095,116614,41349,-9.9,233,47680
284," 00:09.43"," --------",33705,38079,116633,41296,-9.9,235,47456
285," 00:09.46"," --------",33687,38060,116608,41240,-9.9,235,47296
286," 00:09.50"," --------",33647,38020,116598,41200,-9.9,233,47200
287," 00:09.53"," --------",33599,37988,116603,41194,-9.9,232,47216
288," 00:09.56"," --------",33572,37956,116600,41152,-9.9,230,47194
289," 00:09.59"," --------",33564,37951,116590,41240,-9.9,227,47077
290," 00:09.63"," --------",33515,37906,116581,41612,-9.9,225,46956
291," 00:09.66"," --------",33503,37823,116591,41737,-9.9,224,47692
292," 00:09.69"," --------",33474,37755,116598,41740,-9.9,223,48956
293," 00:09.73"," --------",33433,37737,116599,41717,-9.9,221,49376
294," 00:09.76"," --------",33412,37716,116600,41674,-9.9,220,49333
295," 00:09.80"," --------",33396,37700,116596,41616,-9.9,219,49178
296," 00:09.83"," --------",33361,37687,116588,41562,-9.9,218,48888
297," 00:09.86"," --------",33332,37679,116600,41530,-9.9,218,48501
298," 00:09.90"," --------",33327,37679,116609,41525,-9.9,218,48202
299," 00:09.93"," --------",33311,37663,116611,41493,-9.9,217,47962
300," 00:09.96"," --------",33268,37647,116601,41440,-9.9,216,47936
301," 00:10.00"," --------",33241,37631,116602,41354,-9.9,216,47834
302," 00:10.03"," --------",33236,37631,116619,41317,-9.9,218,47616
303," 00:10.06"," --------",33231,37615,116625,41296,-9.9,219,47530
304," 00:10.09"," --------",33217,37588,116609,41226,-9.9,220,47317
305," 00:10.13"," --------",33167,37547,116606,41168,-9.9,222,47158
306," 00:10.16"," --------",33147,37528,116596,41126,-9.9,222,47011
307," 00:10.19"," --------",33122,37519,116611,41180,-9.9,223,46921
308," 00:10.23"," --------",33087,37487,116621,41482,-9.9,225,46853
309," 00:10.26"," --------",33055,37439,116632,41632,-9.9,227,46933
310," 00:10.30"," --------",33055,37391,116630,41696,-9.9,229,47338
311," 00:10.33"," --------",33044,37332,116625,41674,-9.9,232,48605
312," 00:10.36"," --------",33012,37305,116631,41648,-9.9,234,49184
313," 00:10.40"," --------",32991,37295,116636,41642,-9.9,236,49066
314," 00:10.43"," --------",32964,37284,116632,41568,-9.9,237,48960
315," 00:10.46"," --------",32951,37284,116615,41480,-9.9,238,48765
316," 00:10.50"," --------",32948,37284,116606,41424,-9.9,238,48282
317," 00:10.53"," --------",32921,37279,116616,41440,-9.9,238,48042
318," 00:10.56"," --------",32911,37263,116627,41392,-9.9,238,47834
319," 00:10.59"," --------",32911,37284,116637,41360,-9.9,240,47685
320," 00:10.63"," --------",32879,37295,116628,41292,-9.9,241,47619
321," 00:10.66"," --------",32863,37295,116611,41212,-9.9,242,47510
322," 00:10.69"," --------",32879,37317,116620,41161,-9.9,243,47155
323," 00:10.73"," --------",32879,37327,116634,41130,-9.9,244,47008
324," 00:10.76"," --------",32879,37321,116639,41104,-9.9,244,46944
325," 00:10.80"," --------",32868,37311,116632,41061,-9.9,244,46938
326," 00:10.83"," --------",32868,37327,116626,41016,-9.9,245,46845
327," 00:10.86"," --------",32868,37327,116638,40970,-9.9,245,46746
328," 00:10.90"," --------",32863,37327,116646,40922,-9.9,246,46704
329," 00:10.93"," --------",32863,37332,116647,40864,-9.9,247,46656
330," 00:10.96"," --------",32855,37343,116645,41133,-9.9,249,46730
331," 00:11.00"," --------",32847,37311,116640,41493,-9.9,251,46645
332," 00:11.03"," --------",32857,37279,116634,41584,-9.9,252,47114
333," 00:11.06"," --------",32879,37252,116627,41589,-9.9,252,47861
334," 00:11.09"," --------",32849,37233,116627,41576,-9.9,251,48792
335," 00:11.13"," --------",32843,37259,116636,41507,-9.9,252,48940
336," 00:11.16"," --------",32888,37311,116641,41392,-9.9,254,48508
337," 00:11.19"," --------",32930,37355,116636,41353,-9.9,255,48115
338," 00:11.23"," --------",32953,37385,116629,41349,-9.9,255,47840
339," 00:11.26"," --------",32980,37417,116632,41333,-9.9,254,47669
340," 00:11.30"," --------",33007,37455,116642,41301,-9.9,255,47584
341," 00:11.33"," --------",33049,37513,116647,41253,-9.9,256,47514
342," 00:11.36"," --------",33087,37577,116628,41184,-9.9,256,47434
343," 00:11.40"," --------",33135,37615,116626,41130,-9.9,254,47242
344," 00:11.43"," --------",33177,37652,116622,41104,-9.9,253,47146
345," 00:11.46"," --------",33231,37697,116618,41042,-9.9,251,47042
346," 00:11.50"," --------",33289,37759,116611,41008,-9.9,249,46864
347," 00:11.53"," --------",33327,37807,116617,40981,-9.9,248,46816
348," 00:11.56"," --------",33364,37844,116622,40949,-9.9,247,46768
349," 00:11.59"," --------",33415,37892,116614,40888,-9.9,247,46749
350," 00:11.63"," --------",33474,37951,116617,40825,-9.9,245,46752
351," 00:11.66"," --------",33506,37995,116626,40972,-9.9,244,46787
352," 00:11.69"," --------",33519,38015,116619,41379,-9.9,243,46729
353," 00:11.73"," --------",33524,38015,116616,41493,-9.9,242,47120
354," 00:11.76"," --------",33519,38025,116608,41493,-9.9,241,47802
355," 00:11.80"," --------",33519,38047,116605,41472,-9.9,238,48282
356," 00:11.83"," --------",33553,38084,116610,41381,-9.9,236,48352
357," 00:11.86"," --------",33604,38127,116611,41269,-9.9,235,48122
358," 00:11.90"," --------",33625,38164,116614,41221,-9.9,234,47840
359," 00:11.93"," --------",33647,38196,116617,41200,-9.9,234,47674
360," 00:11.96"," --------",33673,38225,116615,41208,-9.9,233,47533
361," 00:12.00"," --------",33727,38276,116607,41194,-9.9,233,47392
362," 00:12.03"," --------",33780,38324,116599,41162,-9.9,232,47365
363," 00:12.06"," --------",33807,38361,116599,41114,-9.9,230,47328
364," 00:12.09"," --------",33863,38401,116610,41053,-9.9,230,47288
365," 00:12.13"," --------",33941,38443,116606,40998,-9.9,229,47190
366," 00:12.16"," --------",34018,38479,116601,40928,-9.9,228,46988
367," 00:12.19"," --------",34066,38495,116623,40864,-9.9,228,46931
368," 00:12.23"," --------",34079,38495,116623,40837,-9.9,228,46933
369," 00:12.26"," --------",34100,38479,116610,40826,-9.9,229,46928
370," 00:12.30"," --------",34116,38473,116595,40778,-9.9,228,46837
371," 00:12.33"," --------",34111,38447,116600,40768,-9.9,227,46864
372," 00:12.36"," --------",34089,38393,116613,41034,-9.9,227,46864
373," 00:12.40"," --------",34079,38345,116611,41301,-9.9,227,46794
374," 00:12.43"," --------",34063,38260,116614,41408,-9.9,227,46885
375," 00:12.46"," --------",34023,38185,116608,41453,-9.9,226,47690
376," 00:12.50"," --------",33967,38132,116589,41424,-9.9,225,48197
377," 00:12.53"," --------",33951,38111,116585,41370,-9.9,224,48224
378," 00:12.56"," --------",33951,38084,116585,41317,-9.9,223,48037
379," 00:12.59"," --------",33937,38052,116582,41232,-9.9,222,47810
380," 00:12.63"," --------",33880,38008,116580,41187,-9.9,220,47571
381," 00:12.66"," --------",33848,37973,116583,41203,-9.9,219,47523
382," 00:12.69"," --------",33816,37957,116593,41164,-9.9,217,47430
383," 00:12.73"," --------",33807,37940,116587,41109,-9.9,214,47317
384," 00:12.76"," --------",33791,37913,116580,41056,-9.9,212,47349
385," 00:12.80"," --------",33791,37887,116579,41008,-9.9,211,47344
386," 00:12.83"," --------",33772,37847,116572,40944,-9.9,209,47293
387," 00:12.86"," --------",33759,37817,116572,40885,-9.9,207,47152
388," 00:12.90"," --------",33737,37807,116572,40837,-9.9,204,47162
389," 00:12.93"," --------",33727,37791,116562,40816,-9.9,200,47029
390," 00:12.96"," --------",33692,37748,116570,40757,-9.9,198,46992
391," 00:13.00"," --------",33647,37705,116585,40730,-9.9,198,46960
