"Sample","Time","Label","UPneumo","LPneumo","EDA1","Cardio1","Move1","DE","Aux02"
100," 00:03.29"," -------X",48143,37119,119889,43098,-9.9,4,85
101," 00:03.33"," -------X",48153,37108,119881,42986,-9.9,5,88
102," 00:03.36"," -------X",48159,37103,119892,42858,-9.9,5,90
103," 00:03.39"," -------X",48169,37092,119894,42762,-9.9,5,85
104," 00:03.43"," -------X",48175,37087,119877,42666,-9.9,3,85
105," 00:03.46"," -------X",48196,37060,119866,42544,-9.9,1,90
106," 00:03.50"," -------X",48207,37019,119875,42739,-9.9,1,86
107," 00:03.53"," -------X",48242,36901,119880,43468,-9.9,1,83
108," 00:03.56"," -------X",48344,36811,119866,43542,-9.9,1,83
109," 00:03.60"," -------X",48425,36836,119861,43413,-9.9,1,85
110," 00:03.63"," -------X",48500,36911,119870,43328,-9.9,1,80
111," 00:03.66"," -------X",48575,37001,119872,43184,-9.9,1,90
112," 00:03.70"," -------X",48719,37127,119871,42970,-9.9,1,90
113," 00:03.73"," -------X",48868,37263,119871,42954,-9.9,1,85
114," 00:03.76"," -------X",48980,37353,119862,42960,-9.9,1,85
115," 00:03.79"," -------X",49108,37439,119862,43002,-9.9,1,80
116," 00:03.83"," -------X",49337,37615,119868,42917,-9.9,1,93
117," 00:03.86"," -------X",49572,37807,119869,42773,-9.9,1,80
118," 00:03.89"," -------X",49721,37951,119872,42698,-9.9,1,80
119," 00:03.93"," -------X",49887,38084,119879,42608,-9.9,1,80
120," 00:03.96"," -------X",50100,38303,119883,42501,-9.9,2,82
121," 00:04.00"," -------X",50303,38575,119877,42384,-9.9,2,92
122," 00:04.03"," -------X",50469,38821,119859,42288,-9.9,1,89
123," 00:04.06"," -------X",50667,39051,119869,42576,-9.9,1,89
124," 00:04.09"," -------X",50868,39183,119856,43306,-9.9,1,85
125," 00:04.13"," -------X",51049,39305,119850,43264,-9.9,1,96
126," 00:04.16"," -------X",51215,39481,119865,43365,-9.9,1,96
127," 00:04.20"," -------X",51441,39780,119875,43189,-9.9,1,82
128," 00:04.23"," -------X",51647,40105,119868,42986,-9.9,1,80
129," 00:04.26"," -------X",51769,40324,119862,42805,-9.9,1,85
130," 00:04.29"," -------X",51887,40511,119868,42725,-9.9,2,80
131," 00:04.33"," -------X",52071,40759,119871,42770,-9.9,2,85
132," 00:04.36"," -------X",52260,40985,119864,42826,-9.9,1,96
133," 00:04.40"," -------X",52383,41183,119858,42826,-9.9,1,80
134," 00:04.43"," -------X",52500,41385,119849,42789,-9.9,1,85
135," 00:04.46"," -------X",52684,41716,119845,42634,-9.9,1,85
136," 00:04.50"," -------X",52891,42075,119849,42451,-9.9,1,89
137," 00:04.53"," --------",53051,42383,119852,42236,-9.9,1,83
138," 00:04.56"," --------",53167,42645,119852,42060,-9.9,1,83
139," 00:04.59"," --------",53215,42831,119858,42090,-9.9,2,85
140," 00:04.63"," --------",53257,42937,119854,42293,-9.9,2,80
141," 00:04.66"," --------",53343,43028,119848,42992,-9.9,1,80
142," 00:04.70"," --------",53500,43249,119850,43245,-9.9,1,88
143," 00:04.73"," --------",53652,43519,119858,43274,-9.9,1,85
144," 00:04.76"," --------",53791,43716,119865,43152,-9.9,2,85
145," 00:04.79"," --------",53940,43913,119860,42992,-9.9,1,90
146," 00:04.83"," --------",54217,44196,119857,42661,-9.9,1,88
147," 00:04.86"," --------",54489,44436,119854,42512,-9.9,1,85
148," 00:04.90"," --------",54676,44591,119849,42533,-9.9,1,90
149," 00:04.93"," --------",54873,44735,119846,42608,-9.9,1,85
150," 00:04.96"," --------",55145,44959,119850,42677,-9.9,1,82
151," 00:05.00"," --------",55442,45227,119841,42678,-9.9,1,83
152," 00:05.03"," --------",55749,45458,119853,42608,-9.9,2,83
153," 00:05.06"," --------",56082,45682,119847,42444,-9.9,1,80
154," 00:05.09"," --------",56345,45817,119843,42341,-9.9,1,85
155," 00:05.13"," --------",56559,45908,119840,42325,-9.9,1,96
156," 00:05.16"," --------",56783,45999,119842,42394,-9.9,1,90
157," 00:05.20"," --------",57092,46153,119866,43194,-9.9,2,93
158," 00:05.23"," --------",57321,46313,119866,43493,-9.9,2,96
159," 00:05.26"," ------13",57423,46377,119855,43600,-9.9,2,90
160," 00:05.29"," ------13",57513,46420,119853,43536,-9.9,1,80
161," 00:05.33"," ------13",57551,46503,119846,43357,-9.9,1,90
162," 00:05.36"," ------13",57503,46548,119851,43109,-9.9,1,80
163," 00:05.40"," ------13",57433,46532,119847,43029,-9.9,1,85
164," 00:05.43"," ------13",57316,46484,119835,43024,-9.9,1,85
165," 00:05.46"," ------13",57015,46321,119832,43106,-9.9,1,80
166," 00:05.50"," ------13",56443,45957,119835,43126,-9.9,1,86
167," 00:05.53"," ------13",55960,45426,119837,43008,-9.9,1,92
168," 00:05.56"," ------13",55544,44914,119854,42806,-9.9,1,92
169," 00:05.59"," ------13",55236,44468,119853,42672,-9.9,2,85
170," 00:05.63"," ------13",54996,44175,119853,42576,-9.9,3,80
171," 00:05.66"," ------13",54745,43876,119853,42533,-9.9,4,85
172," 00:05.70"," ------13",54401,43343,119842,43034,-9.9,2,85
173," 00:05.73"," ------13",54121,42857,119832,43370,-9.9,1,80
174," 00:05.76"," ------13",53988,42623,119847,43440,-9.9,1,90
175," 00:05.79"," ------13",53876,42420,119863,43360,-9.9,2,80
176," 00:05.83"," ------13",53673,42196,119858,43162,-9.9,3,80
177," 00:05.86"," ------13",53481,41972,119836,42880,-9.9,2,80
178," 00:05.90"," ------13",53369,41796,119837,42762,-9.9,1,96
179," 00:05.93"," ------13",53252,41631,119843,42757,-9.9,2,80
180," 00:05.96"," ------13",53081,41369,119837,42816,-9.9,2,82
181," 00:06.00"," ------13",52911,41112,119838,42880,-9.9,2,89
182," 00:06.03"," ------13",52741,40901,119842,42800,-9.9,2,83
183," 00:06.06"," ------13",52587,40661,119856,42678,-9.9,3,86
184," 00:06.09"," ------13",52473,40457,119861,42549,-9.9,3,90
185," 00:06.13"," ------13",52377,40335,119860,42448,-9.9,4,80
186," 00:06.16"," ------13",52249,40233,119852,42357,-9.9,3,80
187," 00:06.20"," ------13",52068,39972,119853,42706,-9.9,4,82
188," 00:06.23"," ------13",51940,39657,119846,43280,-9.9,5,80
189," 00:06.26"," ------13",51865,39513,119836,43306,-9.9,4,85
190," 00:06.29"," ------13",51775,39401,119834,43333,-9.9,2,90
191," 00:06.33"," ------13",51639,39241,119840,43162,-9.9,1,90
192," 00:06.36"," ------13",51524,39119,119852,42912,-9.9,2,85
193," 00:06.40"," ------13",51449,39023,119851,42720,-9.9,3,85
194," 00:06.43"," ------13",51380,38916,119842,42661,-9.9,3,85
195," 00:06.46"," ------13",51276,38745,119847,42693,-9.9,4,82
196," 00:06.50"," ------13",51167,38559,119844,42748,-9.9,4,83
197," 00:06.53"," ------13",51087,38399,119832,42707,-9.9,4,80
198," 00:06.56"," ------13",51007,38258,119836,42592,-9.9,2,80
199," 00:06.59"," ------13",50932,38159,119849,42485,-9.9,1,85
200," 00:06.63"," ------13",50873,38100,119850,42362,-9.9,1,90
201," 00:06.66"," ------13",50788,38020,119840,42261,-9.9,1,80
202," 00:06.70"," ------13",50665,37916,119818,42258,-9.9,1,85
203," 00:06.73"," ------13",50559,37764,119817,43024,-9.9,1,80
204," 00:06.76"," ------13",50516,37647,119835,43221,-9.9,1,90
205," 00:06.79"," ------13",50484,37567,119847,43296,-9.9,2,80
206," 00:06.83"," ------13",50433,37548,119843,43221,-9.9,2,82
207," 00:06.86"," ------13",50409,37689,119849,43056,-9.9,2,80
208," 00:06.90"," ------13",50409,38015,119843,42912,-9.9,1,80
209," 00:06.93"," --------",50409,38500,119828,42762,-9.9,1,80
210," 00:06.96"," --------",50399,39292,119826,42805,-9.9,1,82
211," 00:07.00"," --------",50363,39810,119834,42918,-9.9,1,92
212," 00:07.03"," --------",50283,39867,119838,42870,-9.9,1,92
213," 00:07.06"," --------",50267,39791,119824,42790,-9.9,1,89
214," 00:07.09"," --------",50292,39759,119827,42656,-9.9,1,85
215," 00:07.13"," --------",50271,39764,119827,42549,-9.9,1,80
216," 00:07.16"," --------",50228,39780,119824,42496,-9.9,1,90
217," 00:07.20"," --------",50233,39833,119833,42437,-9.9,2,85
218," 00:07.23"," --------",50228,39881,119839,42549,-9.9,3,80
219," 00:07.26"," -----Yes",50223,39823,119846,43184,-9.9,4,80
220," 00:07.29"," --------",50223,39695,119841,43290,-9.9,3,80
221," 00:07.33"," --------",50180,39388,119840,43304,-9.9,3,82
222," 00:07.36"," --------",50031,39023,119842,43125,-9.9,3,90
223," 00:07.40"," --------",49913,38777,119848,42997,-9.9,3,85
224," 00:07.43"," --------",49833,38585,119852,42805,-9.9,5,90
225," 00:07.46"," --------",49759,38388,119841,42618,-9.9,6,85
226," 00:07.50"," --------",49663,38203,119831,42643,-9.9,5,83
227," 00:07.53"," --------",49583,38031,119848,42710,-9.9,6,83
228," 00:07.56"," --------",49522,37899,119862,42691,-9.9,9,83
229," 00:07.59"," --------",49503,37828,119869,42618,-9.9,11,80
230," 00:07.63"," --------",49503,37807,119868,42512,-9.9,14,85
231," 00:07.66"," --------",49492,37796,119867,42426,-9.9,17,85
232," 00:07.70"," --------",49471,37785,119860,42317,-9.9,19,88
233," 00:07.73"," --------",49433,37748,119842,42176,-9.9,19,80
234," 00:07.76"," --------",49407,37743,119830,42133,-9.9,18,90
235," 00:07.79"," --------",49348,37711,119846,42437,-9.9,18,85
236," 00:07.83"," --------",49297,37599,119879,43098,-9.9,21,82
237," 00:07.86"," --------",49295,37492,119883,43200,-9.9,24,85
238," 00:07.90"," --------",49273,37481,119883,43120,-9.9,26,85
239," 00:07.93"," --------",49247,37481,119886,43008,-9.9,28,85
240," 00:07.96"," --------",49215,37505,119883,42760,-9.9,31,80
241," 00:08.00"," --------",49170,37509,119883,42531,-9.9,34,89
242," 00:08.03"," --------",49106,37480,119898,42537,-9.9,38,86
243," 00:08.06"," --------",49074,37458,119891,42643,-9.9,40,80
244," 00:08.09"," --------",49060,37449,119901,42629,-9.9,42,90
245," 00:08.13"," --------",49049,37444,119916,42554,-9.9,45,80
246," 00:08.16"," --------",49028,37428,119910,42469,-9.9,48,90
247," 00:08.19"," --------",49007,37409,119893,42352,-9.9,50,85
248," 00:08.23"," --------",48985,37391,119896,42218,-9.9,54,85
249," 00:08.26"," --------",48969,37391,119900,42128,-9.9,58,85
250," 00:08.30"," --------",48943,37369,119898,42058,-9.9,62,85
251," 00:08.33"," --------",48905,37345,119897,42061,-9.9,63,82
252," 00:08.36"," --------",48863,37295,119906,42794,-9.9,65,80
253," 00:08.40"," --------",48857,37220,119916,43077,-9.9,67,90
254," 00:08.43"," --------",48863,37156,119925,43098,-9.9,69,85
255," 00:08.46"," --------",48839,37095,119907,43050,-9.9,71,90
256," 00:08.50"," --------",48831,37106,119913,42822,-9.9,73,86
257," 00:08.53"," --------",48821,37128,119931,42512,-9.9,75,89
258," 00:08.56"," --------",48799,37151,119924,42464,-9.9,77,83
259," 00:08.59"," --------",48799,37140,119928,42528,-9.9,79,85
260," 00:08.63"," --------",48799,37135,119930,42586,-9.9,80,85
261," 00:08.66"," --------",48799,37140,119941,42597,-9.9,82,85
262," 00:08.69"," --------",48817,37151,119942,42509,-9.9,85,88
263," 00:08.73"," --------",48836,37156,119945,42368,-9.9,89,80
264," 00:08.76"," --------",48852,37151,119951,42261,-9.9,92,85
265," 00:08.80"," --------",48863,37151,119957,42160,-9.9,96,96
266," 00:08.83"," --------",48884,37161,119953,42024,-9.9,100,82
267," 00:08.86"," --------",48921,37188,119945,41888,-9.9,102,80
268," 00:08.90"," --------",48953,37215,119938,41829,-9.9,104,80
269," 00:08.93"," --------",48980,37247,119947,41872,-9.9,105,80
270," 00:08.96"," --------",49044,37247,119965,42722,-9.9,109,82
271," 00:09.00"," --------",49195,37253,119966,42966,-9.9,113,86
272," 00:09.03"," --------",49301,37371,119972,42886,-9.9,115,89
273," 00:09.06"," --------",49410,37544,119980,42640,-9.9,119,83
274," 00:09.09"," --------",49487,37684,119981,42384,-9.9,123,90
275," 00:09.13"," --------",49545,37780,119984,42261,-9.9,126,80
276," 00:09.16"," --------",49620,37871,119983,42277,-9.9,129,85
277," 00:09.19"," --------",49729,37985,119985,42354,-9.9,132,85
278," 00:09.23"," --------",49860,38127,119991,42394,-9.9,135,80
279," 00:09.26"," --------",49956,38223,119992,42357,-9.9,138,80
280," 00:09.30"," --------",50052,38319,119992,42304,-9.9,140,85
281," 00:09.33"," --------",50199,38463,119990,42160,-9.9,143,85
282," 00:09.36"," --------",50340,38607,119995,42021,-9.9,146,85
283," 00:09.40"," --------",50420,38687,119995,41941,-9.9,150,85
284," 00:09.43"," --------",50484,38761,119991,41845,-9.9,153,90
285," 00:09.46"," --------",50551,38865,119990,41733,-9.9,154,85
286," 00:09.50"," --------",50632,38971,120005,41785,-9.9,157,83
287," 00:09.53"," --------",50690,38955,120013,42700,-9.9,160,86
288," 00:09.56"," --------",50728,38907,120002,42844,-9.9,161,83
289," 00:09.59"," --------",50703,38873,120017,42810,-9.9,164,85
290," 00:09.63"," --------",50676,38831,120021,42688,-9.9,166,80
291," 00:09.66"," --------",50649,38772,120010,42522,-9.9,168,85
292," 00:09.69"," --------",50596,38679,120001,42256,-9.9,169,88
293," 00:09.73"," --------",50511,38559,120008,42170,-9.9,170,85
294," 00:09.76"," --------",50463,38463,120019,42202,-9.9,172,90
295," 00:09.80"," --------",50399,38367,120020,42282,-9.9,174,90
296," 00:09.83"," --------",50324,38239,120009,42312,-9.9,175,88
297," 00:09.86"," --------",50260,38132,120024,42256,-9.9,177,80
298," 00:09.90"," --------",50207,38068,120038,42170,-9.9,180,80
299," 00:09.93"," --------",50159,38004,120041,42090,-9.9,183,80
300," 00:09.96"," --------",50065,37908,120026,41944,-9.9,185,80
301," 00:10.00"," --------",49954,37775,120023,41756,-9.9,187,89
302," 00:10.03"," --------",49848,37679,120046,41683,-9.9,189,86
303," 00:10.06"," --------",49743,37544,120037,42448,-9.9,191,80
304," 00:10.09"," --------",49695,37407,120031,42762,-9.9,192,90
305," 00:10.13"," --------",49647,37316,120031,42858,-9.9,193,80
306," 00:10.16"," --------",49593,37268,120030,42794,-9.9,194,85
307," 00:10.19"," --------",49527,37239,120027,42621,-9.9,196,85
308," 00:10.23"," --------",49471,37225,120016,42352,-9.9,196,80
309," 00:10.26"," --------",49417,37215,120012,42186,-9.9,196,85
310," 00:10.30"," --------",49375,37193,120020,42149,-9.9,196,85
311," 00:10.33"," --------",49321,37153,120028,42221,-9.9,197,82
312," 00:10.36"," --------",49284,37124,120030,42282,-9.9,198,85
313," 00:10.40"," --------",49268,37119,120029,42282,-9.9,197,90
314," 00:10.43"," --------",49263,37103,120033,42224,-9.9,196,80
315," 00:10.46"," --------",49239,37092,120037,42125,-9.9,197,88
316," 00:10.50"," --------",49205,37074,120044,41952,-9.9,199,86
317," 00:10.53"," --------",49173,37058,120039,41776,-9.9,198,80
318," 00:10.56"," --------",49128,37039,120049,41696,-9.9,199,89
319," 00:10.59"," --------",49092,36996,120058,42266,-9.9,201,90
320," 00:10.63"," --------",49087,36937,120052,42805,-9.9,202,80
321," 00:10.66"," --------",49087,36879,120050,42784,-9.9,203,85
322," 00:10.69"," --------",49084,36833,120046,42824,-9.9,205,80
323," 00:10.73"," --------",49071,36836,120033,42677,-9.9,206,85
324," 00:10.76"," --------",49065,36841,120028,42522,-9.9,207,90
325," 00:10.80"," --------",49055,36863,120030,42325,-9.9,208,80
326," 00:10.83"," --------",49039,36881,120047,42200,-9.9,209,90
327," 00:10.86"," --------",49039,36889,120041,42245,-9.9,210,85
328," 00:10.90"," --------",49039,36895,120028,42298,-9.9,210,85
329," 00:10.93"," --------",49039,36911,120025,42330,-9.9,209,85
330," 00:10.96"," --------",49052,36916,120026,42264,-9.9,208,85
331," 00:11.00"," --------",49055,36927,120037,42134,-9.9,208,83
332," 00:11.03"," --------",49055,36927,120051,41990,-9.9,209,80
333," 00:11.06"," --------",49051,36927,120045,41827,-9.9,208,86
334," 00:11.09"," --------",49039,36927,120039,41717,-9.9,207,80
335," 00:11.13"," --------",49039,36943,120040,41728,-9.9,206,90
336," 00:11.16"," --------",49044,36943,120039,42202,-9.9,206,85
337," 00:11.19"," --------",49076,36897,120047,42792,-9.9,206,88
338," 00:11.23"," --------",49119,36884,120053,42874,-9.9,207,90
339," 00:11.26"," --------",49140,36932,120056,42773,-9.9,209,80
340," 00:11.30"," --------",49183,37012,120049,42677,-9.9,210,90
341," 00:11.33"," --------",49244,37143,120038,42440,-9.9,209,88
342," 00:11.36"," --------",49311,37295,120040,42208,-9.9,209,80
343," 00:11.40"," --------",49359,37375,120040,42218,-9.9,210,85
344," 00:11.43"," --------",49417,37460,120038,42256,-9.9,211,85
345," 00:11.46"," --------",49519,37599,120027,42325,-9.9,211,80
346," 00:11.50"," --------",49656,37775,120025,42291,-9.9,210,92
347," 00:11.53"," --------",49800,37912,120027,42176,-9.9,209,89
348," 00:11.56"," --------",49947,38069,120023,42035,-9.9,207,86
349," 00:11.59"," --------",50047,38185,120036,41909,-9.9,207,90
350," 00:11.63"," --------",50111,38255,120041,41818,-9.9,207,85
351," 00:11.66"," --------",50169,38319,120039,41744,-9.9,207,80
352," 00:11.69"," --------",50239,38415,120045,41738,-9.9,207,82
353," 00:11.73"," --------",50287,38457,120050,42432,-9.9,207,85
354," 00:11.76"," --------",50335,38425,120045,42762,-9.9,206,90
355," 00:11.80"," --------",50361,38399,120037,42778,-9.9,205,85
356," 00:11.83"," --------",50377,38423,120022,42757,-9.9,204,85
357," 00:11.86"," --------",50388,38447,120021,42586,-9.9,203,80
358," 00:11.90"," --------",50393,38447,120019,42405,-9.9,202,85
359," 00:11.93"," --------",50377,38431,120023,42229,-9.9,201,90
360," 00:11.96"," --------",50343,38369,120025,42173,-9.9,200,82
361," 00:12.00"," --------",50290,38258,120029,42278,-9.9,201,80
362," 00:12.03"," --------",50239,38159,120041,42320,-9.9,202,80
363," 00:12.06"," --------",50194,38066,120051,42227,-9.9,203,89
364," 00:12.09"," --------",50159,37999,120041,42144,-9.9,204,96
365," 00:12.13"," --------",50116,37935,120035,42037,-9.9,203,85
366," 00:12.16"," --------",50063,37865,120028,41957,-9.9,203,90
367," 00:12.19"," --------",49964,37764,120031,41829,-9.9,202,88
368," 00:12.23"," --------",49860,37652,120035,41749,-9.9,201,90
369," 00:12.26"," --------",49785,37593,120031,41722,-9.9,200,80
370," 00:12.30"," --------",49695,37519,120029,41962,-9.9,199,80
371," 00:12.33"," --------",49596,37359,120040,42709,-9.9,200,80
372," 00:12.36"," --------",49519,37199,120047,42842,-9.9,202,80
373," 00:12.40"," --------",49465,37135,120039,42789,-9.9,204,80
374," 00:12.43"," --------",49412,37103,120031,42677,-9.9,204,80
375," 00:12.46"," --------",49361,37081,120039,42464,-9.9,205,80
376," 00:12.50"," --------",49279,37061,120024,42208,-9.9,205,86
377," 00:12.53"," --------",49218,37023,120021,42230,-9.9,203,89
378," 00:12.56"," --------",49170,36991,120020,42300,-9.9,201,83
379," 00:12.59"," --------",49129,36975,120025,42298,-9.9,200,96
380," 00:12.63"," --------",49119,36959,120029,42250,-9.9,200,85
381," 00:12.66"," --------",49108,36948,120026,42186,-9.9,200,96
382," 00:12.69"," --------",49095,36935,120027,42061,-9.9,199,85
383," 00:12.73"," --------",49076,36911,120034,41914,-9.9,199,85
384," 00:12.76"," --------",49060,36905,120029,41845,-9.9,199,80
385," 00:12.80"," --------",49044,36895,120026,41781,-9.9,199,80
386," 00:12.83"," --------",49028,36879,120015,41693,-9.9,197,82
387," 00:12.86"," --------",48996,36868,120021,41920,-9.9,196,90
388," 00:12.90"," --------",48985,36831,120033,42666,-9.9,195,85
389," 00:12.93"," --------",48996,36772,120044,42757,-9.9,196,90
390," 00:12.96"," --------",48996,36711,120037,42850,-9.9,196,88
391," 00:13.00"," --------",48991,36709,120017,42688,-9.9,195,89
392," 00:13.03"," --------",49007,36744,120019,42441,-9.9,195,86
393," 00:13.06"," --------",49010,36795,120004,42243,-9.9,194,83
394," 00:13.09"," --------",49028,36831,120008,42282,-9.9,193,85
395," 00:13.13"," --------",49049,36863,120014,42336,-9.9,192,80
396," 00:13.16"," --------",49076,36895,120019,42368,-9.9,192,85
397," 00:13.19"," --------",49129,36996,120021,42325,-9.9,191,88
398," 00:13.23"," --------",49225,37108,120005,42224,-9.9,189,90
399," 00:13.26"," --------",49289,37188,120004,42128,-9.9,188,90
400," 00:13.30"," --------",49359,37279,120003,42037,-9.9,186,85
401," 00:13.33"," --------",49471,37423,119998,41912,-9.9,185,85
402," 00:13.36"," --------",49577,37577,120008,41786,-9.9,184,80
403," 00:13.40"," --------",49657,37663,120006,41728,-9.9,182,85
