"Sample","Time","Label","UPneumo","LPneumo","EDA1","Cardio1","Move1","DE","Aux01"
130," 00:04.29"," ------13",35412,39743,116525,40320,-9.9,96,48394
131," 00:04.33"," ------13",35455,39791,116528,40277,-9.9,97,48490
132," 00:04.36"," ------13",35503,39833,116534,40186,-9.9,99,48426
133," 00:04.40"," ------13",35545,39871,116543,40096,-9.9,102,48362
134," 00:04.43"," ------13",35572,39919,116546,40053,-9.9,105,48256
135," 00:04.46"," ------13",35635,39985,116540,40034,-9.9,107,47958
136," 00:04.50"," ------13",35763,40117,116540,40012,-9.9,110,47692
137," 00:04.53"," ------13",35839,40207,116543,39978,-9.9,113,47770
138," 00:04.56"," ------13",35887,40233,116541,39946,-9.9,114,47738
139," 00:04.59"," ------13",35935,40255,116534,39888,-9.9,115,47584
140," 00:04.63"," ------13",35991,40263,116548,39816,-9.9,117,47530
141," 00:04.66"," ------13",36036,40244,116564,39733,-9.9,121,47530
142," 00:04.70"," ------13",36047,40212,116557,39696,-9.9,124,47498
143," 00:04.73"," ------13",36047,40185,116556,39733,-9.9,126,47445
144," 00:04.76"," ------13",36007,40108,116564,40085,-9.9,129,47464
145," 00:04.79"," ------13",35951,40025,116569,40320,-9.9,132,47541
146," 00:04.83"," ------13",35903,39967,116573,40346,-9.9,135,47861
147," 00:04.86"," ------13",35876,39924,116577,40336,-9.9,138,48304
148," 00:04.90"," ------13",35844,39873,116571,40293,-9.9,139,48584
149," 00:04.93"," ------13",35828,39828,116572,40170,-9.9,141,48490
150," 00:04.96"," ------13",35817,39796,116558,40096,-9.9,142,48416
151," 00:05.00"," ------13",35785,39775,116546,40048,-9.9,143,48298
152," 00:05.03"," ------13",35735,39748,116567,40026,-9.9,144,47981
153," 00:05.06"," ------13",35705,39727,116576,40048,-9.9,147,47930
154," 00:05.09"," ------13",35700,39721,116572,40042,-9.9,149,47829
155," 00:05.13"," ------13",35684,39700,116570,40037,-9.9,151,47898
156," 00:05.16"," ------13",35679,39689,116574,39970,-9.9,151,47829
157," 00:05.20"," ------13",35656,39666,116566,39881,-9.9,152,47747
158," 00:05.23"," ------13",35637,39637,116565,39808,-9.9,153,47644
159," 00:05.26"," ------13",35618,39595,116567,39776,-9.9,153,47593
160," 00:05.29"," ------13",35593,39556,116575,40032,-9.9,153,47594
161," 00:05.33"," ------13",35567,39508,116577,40266,-9.9,153,47541
162," 00:05.36"," ------13",35561,39460,116576,40394,-9.9,153,47669
163," 00:05.40"," ------13",35567,39415,116563,40429,-9.9,153,48221
164," 00:05.43"," ------13",35572,39401,116566,40394,-9.9,152,48736
165," 00:05.46"," ------13",35567,39380,116578,40352,-9.9,154,48880
166," 00:05.50"," ------13",35583,39380,116587,40277,-9.9,156,48869
167," 00:05.53"," ------13",35583,39431,116584,40165,-9.9,158,48736
168," 00:05.56"," --------",35567,39556,116596,40053,-9.9,159,48576
169," 00:05.59"," --------",35551,39652,116600,40042,-9.9,161,48378
170," 00:05.63"," --------",35551,39753,116600,40021,-9.9,163,48149
171," 00:05.66"," --------",35553,39839,116598,40010,-9.9,164,48000
172," 00:05.70"," --------",35547,39893,116582,40019,-9.9,165,47881
173," 00:05.73"," --------",35535,39919,116594,40009,-9.9,167,47788
174," 00:05.76"," --------",35512,39931,116614,40016,-9.9,171,47737
175," 00:05.79"," --------",35476,39935,116617,39984,-9.9,173,47706
176," 00:05.83"," --------",35455,39935,116613,40101,-9.9,176,47680
177," 00:05.86"," --------",35449,39919,116608,40373,-9.9,178,47669
178," 00:05.90"," --------",35431,39791,116610,40605,-9.9,181,47832
179," 00:05.93"," -----Yes",35391,39663,116613,40624,-9.9,184,48309
180," 00:05.96"," --------",35321,39599,116616,40602,-9.9,187,48746
181," 00:06.00"," --------",35247,39535,116623,40565,-9.9,189,49018
182," 00:06.03"," --------",35153,39433,116607,40504,-9.9,191,49056
183," 00:06.06"," --------",35058,39327,116608,40387,-9.9,191,48803
184," 00:06.09"," --------",34959,39237,116616,40342,-9.9,192,48582
185," 00:06.13"," --------",34856,39151,116628,40323,-9.9,194,48240
186," 00:06.16"," --------",34793,39103,116622,40277,-9.9,196,48021
187," 00:06.20"," --------",34756,39076,116611,40234,-9.9,198,47962
188," 00:06.23"," --------",34724,39055,116599,40197,-9.9,198,47925
189," 00:06.26"," --------",34692,39025,116608,40096,-9.9,198,47802
190," 00:06.29"," --------",34660,38996,116621,40005,-9.9,198,47610
191," 00:06.33"," --------",34633,38959,116618,39973,-9.9,198,47621
192," 00:06.36"," --------",34612,38921,116623,39962,-9.9,199,47616
193," 00:06.40"," --------",34607,38895,116633,40026,-9.9,201,47525
194," 00:06.43"," --------",34591,38879,116641,40261,-9.9,203,47397
195," 00:06.46"," --------",34547,38789,116638,40480,-9.9,204,47577
196," 00:06.50"," --------",34525,38681,116638,40528,-9.9,205,48698
197," 00:06.53"," --------",34489,38655,116644,40506,-9.9,208,49002
198," 00:06.56"," --------",34479,38639,116643,40448,-9.9,210,48933
199," 00:06.59"," --------",34479,38633,116647,40378,-9.9,212,48832
200," 00:06.63"," --------",34473,38639,116643,40368,-9.9,213,48613
201," 00:06.66"," --------",34441,38633,116649,40378,-9.9,215,48421
202," 00:06.70"," --------",34395,38619,116671,40393,-9.9,219,48265
203," 00:06.73"," --------",34370,38613,116668,40364,-9.9,224,48096
204," 00:06.76"," --------",34357,38623,116659,40294,-9.9,227,47932
205," 00:06.79"," --------",34351,38623,116646,40234,-9.9,229,47920
206," 00:06.83"," --------",34340,38623,116642,40192,-9.9,230,47770
207," 00:06.86"," --------",34329,38623,116647,40165,-9.9,232,47669
208," 00:06.90"," --------",34308,38623,116657,40128,-9.9,233,47589
209," 00:06.93"," --------",34287,38607,116668,40085,-9.9,235,47610
210," 00:06.96"," --------",34271,38607,116666,40176,-9.9,237,47497
211," 00:07.00"," --------",34251,38571,116641,40502,-9.9,237,47417
212," 00:07.03"," --------",34245,38501,116645,40636,-9.9,237,47875
213," 00:07.06"," --------",34239,38495,116657,40624,-9.9,238,48480
214," 00:07.09"," --------",34228,38495,116663,40624,-9.9,239,48826
215," 00:07.13"," --------",34223,38505,116670,40624,-9.9,241,48986
216," 00:07.16"," --------",34263,38556,116659,40525,-9.9,242,48874
217," 00:07.20"," --------",34287,38623,116644,40454,-9.9,240,48595
218," 00:07.23"," --------",34315,38671,116646,40384,-9.9,239,48272
219," 00:07.26"," --------",34367,38751,116656,40368,-9.9,238,47980
220," 00:07.29"," --------",34431,38825,116673,40346,-9.9,240,47930
221," 00:07.33"," --------",34489,38863,116687,40320,-9.9,243,47850
222," 00:07.36"," --------",34543,38916,116676,40266,-9.9,245,47632
223," 00:07.40"," --------",34607,38983,116665,40210,-9.9,246,47469
224," 00:07.43"," --------",34687,39055,116673,40170,-9.9,246,47248
225," 00:07.46"," --------",34735,39097,116681,40138,-9.9,247,47210
226," 00:07.50"," --------",34767,39124,116679,40106,-9.9,249,47216
227," 00:07.53"," --------",34815,39161,116680,40264,-9.9,252,47266
228," 00:07.56"," --------",34847,39177,116685,40533,-9.9,254,47264
229," 00:07.59"," --------",34884,39167,116682,40608,-9.9,255,47477
230," 00:07.63"," --------",34921,39172,116681,40640,-9.9,256,47930
231," 00:07.66"," --------",34956,39209,116677,40629,-9.9,257,48613
232," 00:07.70"," --------",34991,39257,116685,40592,-9.9,260,48917
233," 00:07.73"," --------",35033,39300,116690,40517,-9.9,263,48784
234," 00:07.76"," --------",35055,39343,116688,40448,-9.9,265,48714
235," 00:07.79"," --------",35089,39415,116672,40418,-9.9,265,48472
236," 00:07.83"," --------",35151,39487,116687,40416,-9.9,265,48153
237," 00:07.86"," --------",35227,39576,116690,40380,-9.9,266,47961
238," 00:07.90"," --------",35295,39669,116700,40329,-9.9,268,47804
239," 00:07.93"," --------",35371,39752,116702,40256,-9.9,270,47683
240," 00:07.96"," --------",35442,39794,116703,40188,-9.9,271,47590
241," 00:08.00"," --------",35519,39851,116706,40128,-9.9,273,47500
242," 00:08.03"," --------",35588,39913,116704,40080,-9.9,275,47376
243," 00:08.06"," --------",35625,39945,116707,40176,-9.9,276,47296
244," 00:08.09"," --------",35657,39951,116704,40405,-9.9,278,47317
245," 00:08.13"," --------",35703,39951,116696,40581,-9.9,279,47333
246," 00:08.16"," --------",35727,39961,116699,40629,-9.9,280,48000
247," 00:08.19"," --------",35732,39983,116693,40602,-9.9,281,48485
248," 00:08.23"," --------",35764,40004,116696,40581,-9.9,281,48784
249," 00:08.26"," --------",35849,40041,116706,40482,-9.9,282,48797
250," 00:08.30"," --------",35897,40073,116705,40394,-9.9,284,48666
251," 00:08.33"," --------",35929,40100,116715,40378,-9.9,286,48490
252," 00:08.36"," --------",35967,40121,116724,40378,-9.9,289,48272
253," 00:08.40"," --------",36025,40135,116716,40368,-9.9,290,47874
254," 00:08.43"," --------",36036,40116,116713,40352,-9.9,290,47834
255," 00:08.46"," --------",36047,40095,116718,40346,-9.9,291,47856
256," 00:08.50"," --------",36057,40095,116714,40298,-9.9,292,47754
257," 00:08.53"," --------",36068,40057,116717,40210,-9.9,293,47632
258," 00:08.56"," --------",36047,40004,116719,40165,-9.9,294,47642
259," 00:08.59"," --------",36041,39977,116723,40133,-9.9,295,47514
260," 00:08.63"," --------",36036,39940,116733,40096,-9.9,297,47472
261," 00:08.66"," --------",36020,39897,116729,40170,-9.9,299,47402
262," 00:08.69"," --------",35963,39800,116727,40540,-9.9,302,47440
263," 00:08.73"," --------",35912,39711,116728,40668,-9.9,304,47891
264," 00:08.76"," --------",35861,39650,116730,40656,-9.9,305,48732
265," 00:08.80"," --------",35833,39609,116738,40645,-9.9,307,49136
266," 00:08.83"," --------",35828,39588,116735,40586,-9.9,309,48954
267," 00:08.86"," --------",35828,39556,116727,40512,-9.9,309,48869
268," 00:08.90"," --------",35788,39519,116744,40458,-9.9,311,48704
269," 00:08.93"," --------",35737,39503,116757,40426,-9.9,314,48357
270," 00:08.96"," --------",35721,39503,116756,40437,-9.9,316,48112
271," 00:09.00"," --------",35705,39497,116756,40416,-9.9,319,47968
272," 00:09.03"," --------",35673,39479,116736,40392,-9.9,320,47920
273," 00:09.06"," --------",35663,39471,116722,40325,-9.9,321,47786
274," 00:09.09"," --------",35647,39471,116735,40272,-9.9,321,47621
275," 00:09.13"," --------",35620,39460,116747,40229,-9.9,322,47648
276," 00:09.16"," --------",35591,39431,116746,40170,-9.9,323,47568
277," 00:09.19"," --------",35573,39391,116751,40128,-9.9,325,47360
278," 00:09.23"," --------",35535,39339,116747,40416,-9.9,326,47283
279," 00:09.26"," --------",35480,39247,116736,40665,-9.9,327,47395
280," 00:09.30"," --------",35444,39183,116728,40704,-9.9,326,47984
281," 00:09.33"," --------",35396,39135,116730,40704,-9.9,326,48672
282," 00:09.36"," --------",35364,39113,116739,40709,-9.9,327,49120
283," 00:09.40"," --------",35348,39076,116742,40642,-9.9,326,49128
284," 00:09.43"," --------",35320,39061,116770,40521,-9.9,327,48892
285," 00:09.46"," --------",35282,39055,116770,40476,-9.9,328,48544
286," 00:09.50"," --------",35243,39039,116767,40470,-9.9,329,48064
287," 00:09.53"," --------",35225,39033,116773,40448,-9.9,331,47840
288," 00:09.56"," --------",35215,39023,116771,40410,-9.9,335,47797
289," 00:09.59"," --------",35199,39023,116772,40357,-9.9,337,47754
290," 00:09.63"," --------",35199,39009,116777,40304,-9.9,339,47656
291," 00:09.66"," --------",35183,39001,116776,40261,-9.9,341,47584
292," 00:09.69"," --------",35177,39001,116763,40218,-9.9,342,47466
293," 00:09.73"," --------",35167,38991,116754,40165,-9.9,342,47269
294," 00:09.76"," --------",35145,38961,116772,40096,-9.9,345,47306
295," 00:09.80"," --------",35135,38943,116778,40138,-9.9,348,47242
296," 00:09.83"," --------",35113,38921,116773,40410,-9.9,351,47125
297," 00:09.86"," --------",35071,38879,116781,40608,-9.9,354,47045
298," 00:09.90"," --------",35044,38796,116784,40746,-9.9,357,47533
299," 00:09.93"," --------",35023,38751,116789,40746,-9.9,358,48432
300," 00:09.96"," --------",34996,38735,116792,40741,-9.9,359,48901
301," 00:10.00"," --------",34980,38703,116779,40714,-9.9,360,49008
302," 00:10.03"," --------",34975,38681,116779,40645,-9.9,361,48978
303," 00:10.06"," --------",34959,38671,116786,40554,-9.9,362,48757
304," 00:10.09"," --------",34937,38671,116792,40506,-9.9,363,48544
305," 00:10.13"," --------",34905,38665,116787,40506,-9.9,364,48325
306," 00:10.16"," --------",34892,38668,116793,40482,-9.9,365,47925
307," 00:10.19"," --------",34875,38677,116802,40435,-9.9,367,47660
308," 00:10.23"," --------",34863,38687,116795,40368,-9.9,370,47635
309," 00:10.26"," --------",34863,38687,116787,40281,-9.9,371,47510
310," 00:10.30"," --------",34857,38687,116782,40245,-9.9,371,47429
311," 00:10.33"," --------",34847,38687,116793,40192,-9.9,373,47397
312," 00:10.36"," --------",34863,38687,116809,40149,-9.9,374,47221
313," 00:10.40"," --------",34857,38681,116807,40104,-9.9,376,47266
314," 00:10.43"," --------",34847,38687,116797,40037,-9.9,377,47157
315," 00:10.46"," --------",34831,38687,116797,39994,-9.9,377,47088
316," 00:10.50"," --------",34831,38687,116796,39941,-9.9,378,47050
317," 00:10.53"," --------",34815,38687,116804,39992,-9.9,380,47013
318," 00:10.56"," --------",34770,38658,116823,40528,-9.9,382,47065
319," 00:10.59"," --------",34754,38591,116819,40732,-9.9,384,47408
320," 00:10.63"," --------",34731,38536,116808,40758,-9.9,385,48550
321," 00:10.66"," --------",34703,38511,116827,40725,-9.9,388,49125
322," 00:10.69"," --------",34703,38500,116832,40698,-9.9,390,49216
323," 00:10.73"," --------",34703,38489,116822,40645,-9.9,391,49210
324," 00:10.76"," --------",34689,38481,116804,40544,-9.9,393,48992
325," 00:10.80"," --------",34665,38495,116808,40501,-9.9,394,48629
326," 00:10.83"," --------",34649,38495,116812,40490,-9.9,396,48400
327," 00:10.86"," --------",34639,38505,116816,40501,-9.9,396,48197
328," 00:10.90"," --------",34623,38500,116826,40469,-9.9,397,48122
329," 00:10.93"," --------",34628,38511,116828,40426,-9.9,399,47962
330," 00:10.96"," --------",34626,38536,116836,40368,-9.9,402,47868
331," 00:11.00"," --------",34626,38555,116836,40272,-9.9,405,47628
332," 00:11.03"," --------",34619,38565,116815,40192,-9.9,405,47552
333," 00:11.06"," --------",34623,38585,116811,40117,-9.9,405,47376
334," 00:11.09"," --------",34639,38607,116819,40085,-9.9,405,47370
335," 00:11.13"," --------",34660,38633,116831,40026,-9.9,406,47253
336," 00:11.16"," --------",34708,38687,116830,39978,-9.9,406,47184
337," 00:11.19"," --------",34747,38763,116826,39904,-9.9,406,47097
338," 00:11.23"," --------",34783,38834,116808,39830,-9.9,405,47100
339," 00:11.26"," --------",34827,38911,116809,39785,-9.9,405,47081
340," 00:11.30"," --------",34852,38959,116825,40144,-9.9,406,47002
341," 00:11.33"," --------",34847,38948,116816,40528,-9.9,407,47114
342," 00:11.36"," --------",34868,38937,116821,40650,-9.9,407,47285
343," 00:11.40"," --------",34908,38964,116846,40685,-9.9,408,48042
344," 00:11.43"," --------",34905,39007,116848,40698,-9.9,410,49056
345," 00:11.46"," --------",34932,39044,116836,40645,-9.9,410,49194
346," 00:11.50"," --------",34975,39076,116842,40592,-9.9,410,49248
347," 00:11.53"," --------",35041,39159,116839,40474,-9.9,412,48978
348," 00:11.56"," --------",35099,39240,116840,40400,-9.9,414,48572
349," 00:11.59"," --------",35157,39311,116826,40387,-9.9,414,48099
350," 00:11.63"," --------",35218,39394,116827,40364,-9.9,414,47907
351," 00:11.66"," --------",35279,39455,116829,40304,-9.9,414,47808
352," 00:11.69"," --------",35343,39503,116826,40250,-9.9,414,47680
353," 00:11.73"," --------",35380,39540,116820,40197,-9.9,415,47642
354," 00:11.76"," --------",35423,39572,116818,40160,-9.9,415,47642
355," 00:11.80"," --------",35460,39615,116825,40090,-9.9,415,47525
356," 00:11.83"," --------",35508,39663,116840,40037,-9.9,417,47424
357," 00:11.86"," --------",35535,39711,116845,39978,-9.9,418,47397
358," 00:11.90"," --------",35583,39748,116842,39920,-9.9,418,47274
359," 00:11.93"," --------",35671,39815,116837,39850,-9.9,417,47168
360," 00:11.96"," --------",35749,39903,116825,39769,-9.9,417,47084
361," 00:12.00"," --------",35813,39947,116820,39939,-9.9,415,47030
362," 00:12.03"," --------",35855,39947,116820,40464,-9.9,414,47040
363," 00:12.06"," --------",35881,39951,116816,40613,-9.9,412,47237
364," 00:12.09"," --------",35892,39967,116816,40602,-9.9,412,47765
365," 00:12.13"," --------",35908,39983,116820,40586,-9.9,411,48416
366," 00:12.16"," --------",35961,40017,116826,40522,-9.9,411,48866
367," 00:12.19"," --------",36050,40050,116830,40371,-9.9,411,48819
368," 00:12.23"," --------",36095,40101,116825,40281,-9.9,412,48480
369," 00:12.26"," --------",36155,40159,116813,40262,-9.9,411,47990
370," 00:12.30"," --------",36185,40191,116827,40266,-9.9,411,47760
371," 00:12.33"," --------",36191,40191,116831,40256,-9.9,411,47696
372," 00:12.36"," --------",36196,40191,116831,40218,-9.9,410,47664
373," 00:12.40"," --------",36196,40191,116830,40176,-9.9,409,47712
374," 00:12.43"," --------",36201,40185,116824,40122,-9.9,408,47653
375," 00:12.46"," --------",36216,40175,116828,40044,-9.9,408,47545
376," 00:12.50"," --------",36210,40152,116832,39926,-9.9,409,47459
377," 00:12.53"," --------",36191,40120,116806,39824,-9.9,408,47379
378," 00:12.56"," --------",36175,40089,116798,39744,-9.9,407,47210
379," 00:12.59"," --------",36175,40073,116802,39701,-9.9,406,47178
380," 00:12.63"," --------",36164,40047,116806,39776,-9.9,405,47061
381," 00:12.66"," --------",36111,39983,116809,40285,-9.9,404,47072
382," 00:12.69"," --------",36053,39877,116805,40598,-9.9,402,47436
383," 00:12.73"," --------",35995,39816,116796,40620,-9.9,400,48486
384," 00:12.76"," --------",35963,39778,116803,40560,-9.9,400,48963
385," 00:12.80"," --------",35940,39743,116808,40469,-9.9,398,49034
386," 00:12.83"," --------",35919,39727,116810,40373,-9.9,397,48821
387," 00:12.86"," --------",35887,39721,116822,40309,-9.9,396,48688
388," 00:12.90"," --------",35836,39697,116835,40264,-9.9,397,48296
389," 00:12.93"," --------",35812,39679,116829,40272,-9.9,397,47834
390," 00:12.96"," --------",35780,39668,116816,40256,-9.9,396,47749
391," 00:13.00"," --------",35753,39641,116813,40240,-9.9,395,47776
392," 00:13.03"," --------",35745,39628,116812,40157,-9.9,395,47682
393," 00:13.06"," --------",35732,39615,116808,40069,-9.9,396,47632
