"Sample","Time","Label","UPneumo","LPneumo","EDA1","Cardio1","Move1","DE","Aux02"
64," 00:02.10"," -------X",52873,38687,119821,40261,-9.9,15,85
65," 00:02.13"," -------X",52863,38676,119822,40250,-9.9,14,85
66," 00:02.16"," -------X",52847,38671,119825,40229,-9.9,14,80
67," 00:02.20"," -------X",52841,38671,119816,40160,-9.9,11,82
68," 00:02.23"," -------X",52808,38674,119827,40032,-9.9,9,80
69," 00:02.26"," -------X",52757,38661,119838,39852,-9.9,9,80
70," 00:02.29"," -------X",52690,38629,119835,39900,-9.9,10,86
71," 00:02.33"," -------X",52655,38553,119827,40624,-9.9,11,90
72," 00:02.36"," -------X",52655,38479,119826,40720,-9.9,11,80
73," 00:02.39"," -------X",52655,38436,119825,40826,-9.9,10,85
74," 00:02.43"," -------X",52633,38417,119825,40714,-9.9,9,88
75," 00:02.46"," -------X",52617,38441,119836,40501,-9.9,9,85
76," 00:02.50"," -------X",52596,38468,119831,40346,-9.9,9,85
77," 00:02.53"," -------X",52591,38479,119825,40197,-9.9,9,85
78," 00:02.56"," -------X",52591,38489,119828,40157,-9.9,10,82
79," 00:02.60"," -------X",52585,38489,119842,40234,-9.9,11,80
80," 00:02.63"," -------X",52575,38479,119840,40245,-9.9,12,85
81," 00:02.66"," -------X",52559,38495,119831,40202,-9.9,13,85
82," 00:02.70"," -------X",52561,38495,119823,40146,-9.9,13,85
83," 00:02.73"," -------X",52559,38507,119835,39990,-9.9,14,83
84," 00:02.76"," -------X",52552,38511,119830,39840,-9.9,13,92
85," 00:02.79"," -------X",52533,38495,119837,39779,-9.9,13,86
86," 00:02.83"," -------X",52527,38473,119842,40037,-9.9,14,80
87," 00:02.86"," -------X",52516,38431,119838,40608,-9.9,15,96
88," 00:02.89"," -------X",52537,38383,119826,40693,-9.9,15,90
89," 00:02.93"," -------X",52543,38351,119826,40728,-9.9,15,80
90," 00:02.96"," -------X",52527,38356,119842,40565,-9.9,16,85
91," 00:03.00"," -------X",52527,38388,119847,40405,-9.9,17,80
92," 00:03.03"," -------X",52537,38420,119833,40240,-9.9,17,80
93," 00:03.06"," -------X",52537,38460,119822,40128,-9.9,17,88
94," 00:03.10"," -------X",52548,38484,119845,40160,-9.9,17,85
95," 00:03.13"," -------X",52553,38500,119847,40213,-9.9,17,96
96," 00:03.16"," -------X",52569,38516,119854,40224,-9.9,19,85
97," 00:03.20"," -------X",52588,38577,119862,40146,-9.9,22,88
98," 00:03.23"," -------X",52607,38667,119851,40009,-9.9,23,83
99," 00:03.26"," -------X",52642,38731,119838,39878,-9.9,23,80
100," 00:03.29"," -------X",52690,38795,119824,39740,-9.9,22,80
101," 00:03.33"," -------X",52729,38847,119836,39690,-9.9,22,85
102," 00:03.36"," -------X",52745,38889,119848,39690,-9.9,23,80
103," 00:03.39"," -------X",52772,38895,119855,40128,-9.9,25,80
104," 00:03.43"," -------X",52836,38857,119849,40581,-9.9,26,90
105," 00:03.46"," -------X",52911,38879,119843,40656,-9.9,26,85
106," 00:03.50"," -------X",52937,38927,119846,40506,-9.9,26,85
107," 00:03.53"," -------X",52964,38985,119841,40384,-9.9,27,85
108," 00:03.56"," -------X",52985,39060,119831,40168,-9.9,27,82
109," 00:03.60"," -------X",52991,39113,119819,40021,-9.9,25,85
110," 00:03.63"," -------X",53001,39113,119818,40042,-9.9,24,85
111," 00:03.66"," -------X",53007,39092,119839,40090,-9.9,23,80
112," 00:03.70"," -------X",53007,39044,119850,40168,-9.9,22,80
113," 00:03.73"," -------X",53023,38971,119837,40086,-9.9,21,83
114," 00:03.76"," -------X",53051,38904,119852,40006,-9.9,22,89
115," 00:03.79"," -------X",53058,38853,119846,39900,-9.9,23,83
116," 00:03.83"," -------X",53055,38809,119843,39840,-9.9,24,85
117," 00:03.86"," -------X",53049,38777,119837,39840,-9.9,23,90
118," 00:03.89"," -------X",53039,38740,119835,39813,-9.9,22,80
119," 00:03.93"," -------X",53017,38679,119847,39896,-9.9,21,82
120," 00:03.96"," -------X",52991,38575,119847,40592,-9.9,22,80
121," 00:04.00"," -------X",52991,38489,119844,40730,-9.9,22,85
122," 00:04.03"," -------X",53001,38431,119836,40810,-9.9,21,85
123," 00:04.06"," -------X",53012,38415,119836,40677,-9.9,22,88
124," 00:04.09"," -------X",53012,38420,119844,40480,-9.9,23,90
125," 00:04.13"," -------X",53017,38441,119841,40293,-9.9,25,80
126," 00:04.16"," -------X",53007,38447,119838,40149,-9.9,25,85
127," 00:04.20"," -------X",53007,38428,119838,40160,-9.9,24,88
128," 00:04.23"," -------X",53013,38415,119832,40220,-9.9,24,86
129," 00:04.26"," -------X",53026,38421,119843,40208,-9.9,23,80
130," 00:04.29"," -------X",53048,38440,119839,40083,-9.9,23,83
131," 00:04.33"," -------X",53076,38468,119844,39957,-9.9,23,80
132," 00:04.36"," -------X",53108,38505,119849,39893,-9.9,23,80
133," 00:04.40"," -------X",53151,38543,119847,39834,-9.9,24,90
134," 00:04.43"," -------X",53265,38620,119842,39738,-9.9,24,90
135," 00:04.46"," -------X",53396,38729,119836,39706,-9.9,23,85
136," 00:04.50"," -------X",53487,38809,119833,39653,-9.9,22,90
137," 00:04.53"," -------X",53556,38895,119841,39616,-9.9,23,90
138," 00:04.56"," -------X",53575,39049,119846,39901,-9.9,23,85
139," 00:04.59"," -------X",53583,39172,119838,40485,-9.9,23,80
140," 00:04.63"," -------X",53641,39279,119836,40501,-9.9,23,80
141," 00:04.66"," -------X",53716,39428,119848,40485,-9.9,23,80
142," 00:04.70"," -------X",53769,39684,119857,40226,-9.9,25,82
143," 00:04.73"," -------X",53797,39963,119845,39856,-9.9,25,83
144," 00:04.76"," -------X",53880,40171,119829,39648,-9.9,25,92
145," 00:04.79"," -------X",54015,40325,119829,39593,-9.9,24,89
146," 00:04.83"," -------X",54143,40479,119828,39504,-9.9,23,96
147," 00:04.86"," -------X",54228,40649,119827,39418,-9.9,21,85
148," 00:04.90"," -------X",54329,40841,119827,39306,-9.9,20,90
149," 00:04.93"," -------X",54503,41119,119827,39149,-9.9,19,80
150," 00:04.96"," -------X",54681,41401,119841,39008,-9.9,19,85
151," 00:05.00"," -------X",54799,41652,119842,38896,-9.9,20,80
152," 00:05.03"," -------X",54900,41945,119836,38901,-9.9,20,80
153," 00:05.06"," -------X",54969,42385,119830,38973,-9.9,19,80
154," 00:05.09"," -------X",54900,42767,119834,39082,-9.9,18,90
155," 00:05.13"," -------X",54815,43001,119836,39168,-9.9,18,90
156," 00:05.16"," -------X",54740,43199,119837,39285,-9.9,18,90
157," 00:05.20"," -------X",54655,43311,119832,40002,-9.9,16,82
158," 00:05.23"," -------X",54453,43087,119832,40515,-9.9,15,92
159," 00:05.26"," -------X",54248,42847,119836,40396,-9.9,15,86
160," 00:05.29"," -------X",54194,42850,119838,40060,-9.9,16,89
161," 00:05.33"," -------X",54137,42884,119830,39786,-9.9,16,85
162," 00:05.36"," -------X",54025,42889,119819,39610,-9.9,16,85
163," 00:05.40"," -------X",53828,42873,119808,39541,-9.9,14,80
164," 00:05.43"," -------X",53412,42868,119815,39424,-9.9,14,85
165," 00:05.46"," -------X",53119,42911,119833,39301,-9.9,13,85
166," 00:05.50"," -------X",53033,42959,119836,39173,-9.9,13,90
167," 00:05.53"," -------X",52959,42985,119829,39013,-9.9,12,90
168," 00:05.56"," -------X",52852,42991,119819,38866,-9.9,11,85
169," 00:05.59"," -------X",52873,42980,119832,38768,-9.9,11,90
170," 00:05.63"," -------X",52969,42959,119838,38762,-9.9,11,85
171," 00:05.66"," -------X",53092,42943,119832,38773,-9.9,11,80
172," 00:05.70"," -------X",53311,42932,119819,38821,-9.9,10,80
173," 00:05.73"," -------X",53599,42965,119818,38947,-9.9,9,92
174," 00:05.76"," -------X",53771,42971,119819,39472,-9.9,8,86
175," 00:05.79"," -------X",53826,42866,119824,39961,-9.9,7,80
176," 00:05.83"," -------X",53849,42809,119826,39989,-9.9,7,80
177," 00:05.86"," -------X",53876,42777,119826,39898,-9.9,7,85
178," 00:05.90"," -------X",53919,42767,119829,39797,-9.9,9,80
179," 00:05.93"," -------X",53980,42793,119822,39584,-9.9,9,80
180," 00:05.96"," -------X",54020,42841,119825,39429,-9.9,9,90
181," 00:06.00"," -------X",54047,42847,119837,39461,-9.9,9,96
182," 00:06.03"," -------X",54079,42847,119829,39509,-9.9,9,90
183," 00:06.06"," -------X",54148,42863,119812,39608,-9.9,8,90
184," 00:06.09"," -------X",54207,42847,119807,39658,-9.9,7,85
185," 00:06.13"," -------X",54201,42767,119797,39637,-9.9,4,90
186," 00:06.16"," -------X",54180,42671,119790,39600,-9.9,1,85
187," 00:06.20"," -------X",54135,42540,119798,39485,-9.9,1,82
188," 00:06.23"," -------X",54011,42370,119812,39328,-9.9,1,80
189," 00:06.26"," -------X",53871,42168,119819,39209,-9.9,1,83
190," 00:06.29"," -------X",53688,41963,119822,39334,-9.9,1,83
191," 00:06.33"," -------X",53551,41743,119814,39914,-9.9,1,80
192," 00:06.36"," -------X",53465,41572,119803,40005,-9.9,1,90
193," 00:06.40"," -------X",53401,41444,119801,40042,-9.9,1,90
194," 00:06.43"," -------X",53265,41321,119806,39920,-9.9,1,90
195," 00:06.46"," -------X",53129,41247,119801,39706,-9.9,1,85
196," 00:06.50"," -------X",53081,41215,119792,39530,-9.9,1,85
197," 00:06.53"," --------",53028,41167,119792,39408,-9.9,1,96
198," 00:06.56"," --------",52959,41068,119801,39394,-9.9,1,88
199," 00:06.59"," --------",52905,40969,119801,39450,-9.9,1,85
200," 00:06.63"," --------",52889,40921,119797,39466,-9.9,1,80
201," 00:06.66"," --------",52879,40884,119798,39434,-9.9,1,80
202," 00:06.70"," --------",52876,40841,119801,39338,-9.9,2,80
203," 00:06.73"," --------",52856,40792,119801,39190,-9.9,1,80
204," 00:06.76"," --------",52837,40744,119792,39065,-9.9,1,86
205," 00:06.79"," --------",52831,40677,119814,38998,-9.9,1,89
206," 00:06.83"," --------",52783,40601,119814,39157,-9.9,1,80
207," 00:06.86"," --------",52745,40521,119818,39642,-9.9,2,85
208," 00:06.90"," --------",52735,40436,119823,39738,-9.9,4,80
209," 00:06.93"," --------",52735,40364,119811,39770,-9.9,4,85
210," 00:06.96"," --------",52735,40361,119805,39626,-9.9,5,96
211," 00:07.00"," --------",52735,40377,119807,39477,-9.9,6,80
212," 00:07.03"," --------",52724,40404,119811,39306,-9.9,7,80
213," 00:07.06"," --------",52692,40417,119815,39173,-9.9,8,88
214," 00:07.09"," --------",52671,40404,119816,39200,-9.9,9,85
215," 00:07.13"," --------",52665,40388,119813,39248,-9.9,10,80
216," 00:07.16"," --------",52671,40383,119797,39253,-9.9,10,85
217," 00:07.20"," --------",52663,40364,119796,39205,-9.9,9,85
218," 00:07.23"," --------",52648,40347,119815,39094,-9.9,10,86
219," 00:07.26"," --------",52616,40331,119827,38953,-9.9,13,89
220," 00:07.29"," --------",52587,40299,119819,38825,-9.9,13,80
221," 00:07.33"," --------",52591,40265,119817,38800,-9.9,13,80
222," 00:07.36"," --------",52607,40223,119826,38981,-9.9,14,85
223," 00:07.40"," --------",52628,40169,119833,39509,-9.9,14,90
224," 00:07.43"," --------",52665,40127,119823,39632,-9.9,15,80
225," 00:07.46"," --------",52703,40132,119816,39706,-9.9,16,80
226," 00:07.50"," --------",52757,40223,119830,39564,-9.9,17,86
227," 00:07.53"," --------",52824,40389,119833,39344,-9.9,19,83
228," 00:07.56"," --------",52923,40552,119820,39075,-9.9,19,83
229," 00:07.59"," --------",53012,40649,119821,39013,-9.9,20,85
230," 00:07.63"," --------",53081,40724,119832,39050,-9.9,21,85
231," 00:07.66"," --------",53177,40799,119843,39120,-9.9,24,85
232," 00:07.70"," --------",53327,40937,119850,39109,-9.9,28,80
233," 00:07.73"," --------",53483,41119,119853,39020,-9.9,30,83
234," 00:07.76"," --------",53618,41263,119856,38892,-9.9,32,80
235," 00:07.79"," --------",53733,41407,119837,38771,-9.9,33,83
236," 00:07.83"," --------",53839,41497,119841,38672,-9.9,35,85
237," 00:07.86"," --------",53919,41567,119855,38645,-9.9,37,85
238," 00:07.90"," --------",53961,41609,119865,38725,-9.9,39,96
239," 00:07.93"," --------",54036,41601,119873,39384,-9.9,42,88
240," 00:07.96"," --------",54121,41620,119881,39557,-9.9,47,80
241," 00:08.00"," --------",54164,41663,119887,39562,-9.9,50,80
242," 00:08.03"," --------",54185,41700,119893,39424,-9.9,54,96
243," 00:08.06"," --------",54180,41737,119893,39194,-9.9,59,82
244," 00:08.09"," --------",54153,41727,119894,38965,-9.9,64,80
245," 00:08.13"," --------",54137,41679,119899,38933,-9.9,69,85
246," 00:08.16"," --------",54116,41620,119893,38938,-9.9,72,85
247," 00:08.19"," --------",54063,41529,119895,39029,-9.9,75,82
248," 00:08.23"," --------",53989,41435,119922,39008,-9.9,79,92
249," 00:08.26"," --------",53919,41336,119923,38918,-9.9,84,86
250," 00:08.30"," --------",53826,41211,119927,38812,-9.9,90,89
251," 00:08.33"," --------",53753,41113,119938,38693,-9.9,96,96
252," 00:08.36"," --------",53695,41033,119938,38629,-9.9,102,85
253," 00:08.40"," --------",53615,40959,119941,38597,-9.9,107,90
254," 00:08.43"," --------",53471,40796,119958,38864,-9.9,113,85
255," 00:08.46"," --------",53327,40601,119972,39461,-9.9,119,80
256," 00:08.50"," --------",53252,40495,119966,39509,-9.9,124,85
257," 00:08.53"," --------",53183,40425,119959,39498,-9.9,128,85
258," 00:08.56"," --------",53065,40375,119962,39341,-9.9,133,82
259," 00:08.59"," --------",52948,40351,119971,39114,-9.9,138,85
260," 00:08.63"," --------",52868,40335,119981,38938,-9.9,144,80
261," 00:08.66"," --------",52793,40292,119984,38880,-9.9,150,90
262," 00:08.69"," --------",52697,40225,119986,38936,-9.9,156,90
263," 00:08.73"," --------",52629,40165,119976,39001,-9.9,159,89
264," 00:08.76"," --------",52591,40149,119968,38947,-9.9,162,86
265," 00:08.80"," --------",52575,40146,119979,38819,-9.9,166,83
266," 00:08.83"," --------",52559,40127,119979,38725,-9.9,169,85
267," 00:08.86"," --------",52537,40116,119987,38645,-9.9,172,80
268," 00:08.90"," --------",52521,40105,119993,38570,-9.9,175,80
269," 00:08.93"," --------",52500,40081,119986,38496,-9.9,177,82
270," 00:08.96"," --------",52468,40031,120001,38720,-9.9,179,90
271," 00:09.00"," --------",52447,39972,120012,39328,-9.9,182,90
272," 00:09.03"," ------13",52457,39919,120011,39413,-9.9,186,90
273," 00:09.06"," ------13",52471,39865,120011,39453,-9.9,189,85
274," 00:09.09"," ------13",52463,39865,120015,39322,-9.9,192,85
275," 00:09.13"," ------13",52468,39892,120014,39178,-9.9,194,85
276," 00:09.16"," ------13",52473,39913,120005,39008,-9.9,195,85
277," 00:09.19"," ------13",52468,39943,119998,38874,-9.9,196,88
278," 00:09.23"," ------13",52514,39976,120017,38924,-9.9,199,80
279," 00:09.26"," ------13",52591,40047,120012,38956,-9.9,202,86
280," 00:09.30"," ------13",52683,40152,120004,38908,-9.9,204,80
281," 00:09.33"," ------13",52777,40249,120007,38794,-9.9,205,90
282," 00:09.36"," ------13",52863,40324,120015,38720,-9.9,207,85
283," 00:09.40"," ------13",52953,40415,120032,38650,-9.9,210,96
284," 00:09.43"," ------13",53079,40545,120034,38536,-9.9,213,88
285," 00:09.46"," ------13",53204,40671,120026,38442,-9.9,215,85
286," 00:09.50"," ------13",53284,40756,120022,38421,-9.9,215,85
287," 00:09.53"," ------13",53353,40831,120018,38565,-9.9,216,85
288," 00:09.56"," ------13",53463,40863,120025,39224,-9.9,217,88
289," 00:09.59"," ------13",53625,40932,120029,39392,-9.9,218,80
290," 00:09.63"," ------13",53721,41049,120028,39354,-9.9,219,85
291," 00:09.66"," ------13",53801,41177,120034,39248,-9.9,221,80
292," 00:09.69"," ------13",53916,41340,120039,39034,-9.9,223,82
293," 00:09.73"," ------13",54040,41515,120039,38816,-9.9,225,86
294," 00:09.76"," ------13",54127,41631,120034,38822,-9.9,226,83
295," 00:09.80"," ------13",54184,41711,120042,38892,-9.9,229,89
296," 00:09.83"," ------13",54212,41748,120036,38885,-9.9,231,90
297," 00:09.86"," ------13",54223,41759,120019,38837,-9.9,231,85
298," 00:09.90"," ------13",54212,41753,120013,38778,-9.9,230,90
299," 00:09.93"," ------13",54172,41695,120030,38648,-9.9,229,82
300," 00:09.96"," ------13",54111,41615,120039,38538,-9.9,230,80
301," 00:10.00"," ------13",54063,41545,120033,38485,-9.9,231,85
302," 00:10.03"," ------13",54020,41460,120027,38426,-9.9,232,90
303," 00:10.06"," ------13",53937,41335,120026,38397,-9.9,232,88
304," 00:10.09"," ------13",53839,41188,120040,38581,-9.9,232,80
305," 00:10.13"," ------13",53775,41039,120046,39173,-9.9,234,80
306," 00:10.16"," ------13",53727,40905,120052,39269,-9.9,235,80
307," 00:10.19"," ------13",53639,40759,120043,39320,-9.9,235,85
308," 00:10.23"," ------13",53512,40671,120027,39139,-9.9,234,86
309," 00:10.26"," ------13",53403,40613,120035,38880,-9.9,234,89
310," 00:10.30"," ------13",53275,40530,120019,38736,-9.9,233,89
311," 00:10.33"," ------13",53172,40452,120004,38752,-9.9,231,96
312," 00:10.36"," ------13",53119,40399,120014,38821,-9.9,230,85
313," 00:10.40"," ------13",53087,40372,120027,38837,-9.9,231,80
314," 00:10.43"," ------13",53057,40380,120032,38768,-9.9,231,90
315," 00:10.46"," ------13",53060,40431,120032,38656,-9.9,231,85
316," 00:10.50"," ------13",53087,40489,120014,38576,-9.9,230,80
317," 00:10.53"," ------13",53145,40564,120012,38490,-9.9,229,85
318," 00:10.56"," ------13",53263,40703,120026,38378,-9.9,229,80
319," 00:10.59"," ------13",53369,40847,120040,38288,-9.9,229,80
320," 00:10.63"," ------13",53444,40927,120032,38245,-9.9,228,80
321," 00:10.66"," --------",53513,41017,120017,38240,-9.9,225,80
322," 00:10.69"," --------",53604,41103,120016,38717,-9.9,224,85
323," 00:10.73"," --------",53698,41106,120034,39222,-9.9,224,86
324," 00:10.76"," --------",53720,41135,120023,39267,-9.9,223,86
325," 00:10.80"," --------",53711,41266,120023,39100,-9.9,224,89
326," 00:10.83"," --------",53732,41524,120034,38922,-9.9,226,85
327," 00:10.86"," --------",53732,41807,120036,38800,-9.9,227,96
328," 00:10.90"," --------",53700,42073,120036,38816,-9.9,228,96
329," 00:10.93"," --------",53641,42364,120032,38864,-9.9,228,93
330," 00:10.96"," --------",53588,42559,120024,38922,-9.9,227,80
331," 00:11.00"," --------",53551,42617,120025,38890,-9.9,228,85
332," 00:11.03"," --------",53508,42612,120027,38832,-9.9,229,80
333," 00:11.06"," --------",53471,42593,120032,38720,-9.9,229,80
334," 00:11.09"," --------",53428,42623,120039,38624,-9.9,229,80
335," 00:11.13"," -----Yes",53375,42649,120034,38581,-9.9,229,85
336," 00:11.16"," --------",53337,42676,120019,38528,-9.9,229,80
337," 00:11.19"," --------",53319,42719,120017,38464,-9.9,230,93
338," 00:11.23"," --------",53291,42725,120021,38476,-9.9,229,80
339," 00:11.26"," --------",53243,42549,120029,38960,-9.9,229,92
340," 00:11.30"," --------",53192,42207,120027,39299,-9.9,229,80
341," 00:11.33"," --------",53108,41919,120023,39280,-9.9,229,90
342," 00:11.36"," --------",53023,41727,120025,39146,-9.9,228,80
343," 00:11.40"," --------",52948,41545,120022,39045,-9.9,227,85
344," 00:11.43"," --------",52844,41316,120020,38850,-9.9,226,82
345," 00:11.46"," --------",52745,41140,120020,38688,-9.9,226,85
346," 00:11.50"," --------",52687,41039,120011,38736,-9.9,225,80
347," 00:11.53"," --------",52660,40943,119998,38853,-9.9,223,80
348," 00:11.56"," --------",52623,40833,119995,38856,-9.9,221,82
349," 00:11.59"," --------",52585,40772,120019,38773,-9.9,219,85
350," 00:11.63"," --------",52569,40745,120029,38730,-9.9,219,90
351," 00:11.66"," --------",52564,40724,120029,38650,-9.9,220,90
352," 00:11.69"," --------",52543,40697,120018,38504,-9.9,220,85
353," 00:11.73"," --------",52523,40671,120002,38428,-9.9,218,83
354," 00:11.76"," --------",52511,40648,120004,38352,-9.9,217,89
355," 00:11.80"," --------",52507,40623,120018,38313,-9.9,216,83
356," 00:11.83"," --------",52484,40591,120013,38416,-9.9,215,85
357," 00:11.86"," --------",52463,40537,120009,38965,-9.9,214,90
358," 00:11.90"," --------",52463,40479,120007,39189,-9.9,213,80
359," 00:11.93"," --------",52463,40409,120001,39245,-9.9,212,82
360," 00:11.96"," --------",52463,40388,119999,39130,-9.9,211,90
361," 00:12.00"," --------",52463,40415,120010,39013,-9.9,211,90
362," 00:12.03"," --------",52463,40463,120014,38880,-9.9,212,96
363," 00:12.06"," --------",52468,40532,120007,38701,-9.9,212,82
364," 00:12.09"," --------",52479,40580,120005,38698,-9.9,212,90
365," 00:12.13"," --------",52479,40585,120000,38746,-9.9,210,85
366," 00:12.16"," --------",52479,40575,120001,38794,-9.9,208,80
367," 00:12.19"," --------",52476,40575,120008,38746,-9.9,207,90
368," 00:12.23"," --------",52472,40584,119992,38617,-9.9,206,83
369," 00:12.26"," --------",52479,40607,119972,38476,-9.9,204,80
370," 00:12.30"," --------",52479,40600,119993,38371,-9.9,203,80
371," 00:12.33"," --------",52473,40591,120001,38325,-9.9,202,85
372," 00:12.36"," --------",52468,40591,119995,38282,-9.9,201,80
373," 00:12.40"," --------",52468,40580,119987,38266,-9.9,200,90
374," 00:12.43"," --------",52463,40585,119993,38245,-9.9,199,85
375," 00:12.46"," --------",52457,40585,119999,38256,-9.9,199,85
376," 00:12.50"," --------",52453,40543,119985,38835,-9.9,197,86
377," 00:12.53"," --------",52488,40450,119990,39174,-9.9,196,86
378," 00:12.56"," --------",52549,40427,119985,39132,-9.9,194,86
379," 00:12.59"," --------",52607,40479,119973,38997,-9.9,192,80
380," 00:12.63"," --------",52660,40543,119980,38869,-9.9,191,85
381," 00:12.66"," --------",52697,40591,119975,38688,-9.9,189,85
382," 00:12.69"," --------",52767,40655,119965,38608,-9.9,186,82
383," 00:12.73"," --------",52875,40687,119975,38681,-9.9,185,83
384," 00:12.76"," --------",52981,40735,119984,38710,-9.9,186,80
385," 00:12.80"," --------",53099,40831,119980,38646,-9.9,185,83
386," 00:12.83"," --------",53193,40911,119984,38528,-9.9,184,90
387," 00:12.86"," --------",53257,40959,119977,38448,-9.9,183,90
388," 00:12.90"," --------",53327,41007,119972,38368,-9.9,182,85
389," 00:12.93"," --------",53444,41097,119974,38285,-9.9,180,85
390," 00:12.96"," --------",53545,41183,119965,38213,-9.9,178,85
391," 00:13.00"," --------",53599,41231,119965,38160,-9.9,177,85
392," 00:13.03"," --------",53657,41284,119967,38138,-9.9,175,96
393," 00:13.06"," --------",53729,41364,119973,38250,-9.9,174,80
394," 00:13.09"," --------",53791,41369,119971,38949,-9.9,174,90
395," 00:13.13"," --------",53833,41353,119971,39050,-9.9,174,80
396," 00:13.16"," --------",53887,41375,119971,39141,-9.9,173,85
397," 00:13.19"," --------",53943,41460,119959,39016,-9.9,173,85
398," 00:13.23"," --------",53976,41551,119956,38790,-9.9,172,86
399," 00:13.26"," --------",53976,41583,119971,38569,-9.9,171,89
400," 00:13.30"," --------",53954,41560,119986,38560,-9.9,171,89
401," 00:13.33"," --------",53940,41503,119970,38629,-9.9,170,80
402," 00:13.36"," --------",53913,41460,119962,38661,-9.9,169,85
