"score","ways","pmf","cdf","cdfContCor","odds","oddsLL001","oddsLL005","oddsLL01","oddsLL02","oddsLL03","oddsLL04","oddsLL05","oddsLL06","oddsLL07","oddsLL08","oddsLL09","oddsLL10","oddsLL11","oddsLL12","oddsLL13","oddsLL14","oddsLL15","oddsLL16","oddsLL17","oddsLL18","oddsLL19","oddsLL20","oddsLL21","oddsLL22","oddsLL23","oddsLL24","oddsLL25"
-14,6,0.00180585183247755,0.00365806345109458,0.00276435449734885,360.748104651212,2.79500342519853,3.77655655115816,4.41182152255826,5.27303254911162,5.93507186801301,6.50615521136484,7.02478418202906,7.5096941574644,7.97162052700123,8.41738685615032,8.85165937748302,9.27781056368217,9.69838766580581,10.1153862596007,10.5304194029807,10.944827227919,11.359750746591,11.7761832256183,12.1950069905052,12.6170204781119,13.0429585928815,13.473508363936,13.9093212433702,14.3510229669175,14.7992216239571,15.2545144004686,15.7174933335439
-13,6,0.00314727804703173,0.00679057558923407,0.00524607140217485,189.618831376453,2.64055809718028,3.56787290159101,4.16803462195326,4.98165714886838,5.60711372914165,6.14664034755549,6.63661109878003,7.09472608729685,7.53112749002317,7.952261818258,8.36253745951467,8.7651405315525,9.16247753031567,9.5564337607198,9.94853314688508,10.3400417682379,10.7320375872991,11.1254589851088,11.521139531935,11.9198335448914,12.3222353193266,12.7289939207464,13.1407248035319,13.5580191267288,13.9814513781247,14.4115857446039,14.8489815486786
-12,7,0.00520090717246499,0.0119507001092636,0.00943298889516562,105.01093790246,2.41399704067843,3.26174782336912,3.81041540179886,4.5542287548547,5.12602088299035,5.61925587812605,6.06718692146802,6.48599544067877,6.88495340939539,7.26995422538673,7.64502803456128,8.01308758436067,8.37633289230926,8.73648750332421,9.09494458816005,9.45286159606642,9.8112239999017,10.1708896671961,10.532620647519,10.8971065372408,11.2649820608613,11.6368405937776,12.013244784112,12.3947350692017,12.7818366455272,13.1750652924878,13.5749323424757
-11,7,0.0081608074166671,0.0200103613029139,0.0161424074991533,60.9486281741091,2.11937141739255,2.86365517069901,3.34535848838293,3.99839025842123,4.50039580053249,4.93343201935676,5.32669358274086,5.69438699330375,6.04465259073024,6.38266449022102,6.71196096291002,7.03509925869019,7.35401088542186,7.67020903130389,7.98491683216738,8.29915047188313,8.6137751474557,8.92954402464829,9.24712614573748,9.56712694263249,9.89010367242183,10.2165772897031,10.5470417720279,10.8819715969646,11.2218278613539,11.5670633942997,11.918127120651
-10,8,0.0122243921900578,0.032006790636418,0.0263915656407883,36.8908933865786,2.22663759165113,2.9330272367318,3.37529173450486,3.95870289076938,4.39590465457877,4.76591707768791,5.09665507613379,5.40162576019641,5.68852479607246,5.96221225062075,6.22598618108781,6.48220808775541,6.73264158639864,6.97864976590316,7.22131699816723,7.46152768706049,7.70001916834905,7.93741841441958,8.17426822105192,8.41104635135144,8.64817983836378,8.88605588333346,9.12503031247167,9.3654342526449,9.60757948853675,9.85176283148611,10.0982697398935
-9,8,0.0174937366309504,0.0490340028962253,0.0413507422140043,23.1833627755617,1.7973656620214,2.36757093333994,2.72457156281326,3.19550728357978,3.54842122008774,3.84709920267067,4.11407444990501,4.36025004557115,4.59183801367343,4.81276145212413,5.02568258798188,5.23250764951355,5.43466024622214,5.63324067802465,5.82912426150705,6.02302489692527,6.21553776959029,6.40716897831363,6.59835667365011,6.78948651108469,6.98090319625587,7.17291928214657,7.36582199547753,7.55987862539437,7.75534084782606,7.95244825205763,8.15143126316091
-8,9,0.024008750863974,0.0721678810171065,0.0622583320905863,15.0621071336282,1.62174096795092,2.10130242726999,2.39507066045809,2.77583078558261,3.05656934759279,3.29132604531067,3.49909526481648,3.6890339617769,3.86634207454316,4.03429253796712,4.19509824348887,4.3503370635313,4.50118165501941,4.64853319729365,4.79310383261518,4.93546989696784,5.07610763120662,5.2154179230814,5.3537439290524,5.49138392995296,5.62860091065253,5.76562983559631,5.90268327090627,6.03995579892208,6.17762753713356,6.31586698389344,6.45483335219039
-7,8,0.0316086328619548,0.102276358682722,0.0902814514300912,10.076472344647,1.48177123550544,1.88096731978695,2.11870099679306,2.42001067118154,2.63766401748989,2.81695706200645,2.97369976052408,3.11547629038005,3.24657553297806,3.36968642856395,3.48661980746076,3.59866138121542,3.70676219144184,3.81164923550804,3.91389354237982,4.01395405664533,4.1122070318547,4.20896636167015,4.30449803442277,4.39903065714769,4.4927632796269,4.58587132013464,4.67851112906427,4.77082355745137,4.86293678687038,4.95496860330553,5.04702824721742
-6,9,0.0400343617345441,0.139941084298976,0.126352768917727,6.91434970966992,1.24366195153493,1.55980733259564,1.74472173171048,1.9758026909521,2.14059676229336,2.27508559209124,2.3917685231397,2.49662181218725,2.5930159565689,2.68305901531056,2.7681673491699,2.84934423982593,2.92732998934833,3.00268899406958,3.0758632640058,3.1472068855736,3.21700908055587,3.28551013953449,3.35291273813557,3.41939016716795,3.48509244403528,3.55015093521448,3.61468191071468,3.67878931843299,3.74256697946767,3.80610034743029,3.86946793524954
-5,8,0.0487767697799793,0.185282809143524,0.170993776839194,4.8481660472382,0.999231583126536,1.24398377077769,1.38534697664283,1.56027422155631,1.68391309897036,1.78416380753295,1.87068502342237,1.94808379666675,2.01895342578534,2.08491314068204,2.14704915456773,2.206129698624,2.2627207401944,2.31725304721649,2.37006337326715,2.42142095670576,2.47154523796044,2.52061809311755,2.56879251627561,2.61619892951187,2.66294986486868,2.70914350273213,2.75486639016134,2.80019556038172,2.84520020784563,2.88994302865391,2.93448130573349
-4,9,0.0572915646699315,0.237977752917934,0.224173346859088,3.46083360939686,0.783121611877391,0.970658088043461,1.07797943271796,1.20982668766276,1.30240641045128,1.37711675847397,1.44134646351851,1.49861356375787,1.5508955245055,1.59942552115133,1.64502984588272,1.68829225233627,1.72964232267295,1.7694066434684,1.80784021287781,1.84514663641794,1.88149162227176,1.91701229466418,1.95182380024578,1.9860241068179,2.01969756205811,2.05291758146174,2.08574871203958,2.11824824026534,2.15046746183648,2.18245269681484,2.21424611055428
-3,8,0.0648480519573141,0.297187868367568,0.28522522334245,2.50600128656704,0.610280242338769,0.754463041084818,0.836183129273267,0.93581517714937,1.0052866726149,1.0610645191728,1.10881934501545,1.15124605156398,1.18985713443627,1.22559457178048,1.2590887812102,1.29078462460044,1.32100910060799,1.35001051695293,1.37798251406603,1.40507950315569,1.4314269761362,1.45712861667562,1.4822713415948,1.50692896082124,1.53116489009179,1.55503419869041,1.57858518063687,1.60186057804543,1.62489854643013,1.64773342574735,1.67039636326947
-2,9,0.0708530621879422,0.361686396164516,0.352848493288759,1.83407756875876,0.464151113576029,0.574483253447641,0.636642197212067,0.712050984858902,0.764389023155411,0.806267363101771,0.842021610284118,0.873709789913428,0.902485855219985,0.929067888807739,0.953936100196276,0.977429107509784,0.999795633627153,1.02122440707353,1.04186249159082,1.06182706029386,1.08121325576083,1.10009960939973,1.11855188217775,1.13662585194361,1.15436937861944,1.17182396257829,1.18902593988574,1.20600741253661,1.222796982113,1.23942033547154,1.25590071757457
-1,8,0.0746766286798013,0.429887094624762,0.425191639376048,1.35188067542311,0.343566535415241,0.428146571063312,0.4756246628599,0.533023551184691,0.572723547763937,0.604404804418362,0.631392404054534,0.655263647407948,0.676902440220827,0.696858536814766,0.715499398744871,0.733084014189653,0.749802521098364,0.765799118596276,0.781186108257174,0.796052911431857,0.81047208756082,0.82450348273998,0.838197169173074,0.851595577931464,0.864735078794947,0.877647172088954,0.890359402547081,0.902896070336302,0.915278791629448,0.927526945931928,0.939658037036716
0,9,0.076020772871411,0.5,0.5,1,0.250747003568068,0.315136545667492,0.35124852606213,0.394842587919486,0.424943161086078,0.448929784467586,0.469337186213456,0.487367629667374,0.503694769480753,0.518737533346063,0.53277589283343,0.546007137821956,0.558576080776432,0.570592520950322,0.582141946762103,0.593292408496981,0.604099104993745,0.614607545161421,0.624855787911036,0.63487606724756,0.644695995953922,0.654339473564746,0.663827382490125,0.673178129554378,0.682408072872309,0.691531862417283,0.700562714759967
1,8,0.0746766286798013,0.570112905375238,0.574808360623952,1.35188067542311,0.34356653541524,0.428146571063312,0.4756246628599,0.533023551184691,0.572723547763937,0.604404804418362,0.631392404054533,0.655263647407947,0.676902440220827,0.696858536814766,0.71549939874487,0.733084014189653,0.749802521098364,0.765799118596276,0.781186108257173,0.796052911431857,0.81047208756082,0.824503482739979,0.838197169173073,0.851595577931464,0.864735078794947,0.877647172088954,0.89035940254708,0.902896070336302,0.915278791629448,0.927526945931927,0.939658037036715
2,9,0.0708530621879422,0.638313603835484,0.64715150671124,1.83407756875876,0.464151113576029,0.574483253447641,0.636642197212067,0.712050984858901,0.764389023155411,0.806267363101771,0.842021610284118,0.873709789913428,0.902485855219984,0.929067888807738,0.953936100196276,0.977429107509783,0.999795633627153,1.02122440707353,1.04186249159082,1.06182706029386,1.08121325576083,1.10009960939973,1.11855188217775,1.13662585194361,1.15436937861944,1.17182396257829,1.18902593988574,1.20600741253661,1.222796982113,1.23942033547154,1.25590071757457
3,8,0.0648480519573141,0.702812131632432,0.71477477665755,2.50600128656704,0.610280242338769,0.754463041084818,0.836183129273267,0.93581517714937,1.0052866726149,1.0610645191728,1.10881934501545,1.15124605156398,1.18985713443627,1.22559457178048,1.2590887812102,1.29078462460044,1.32100910060799,1.35001051695293,1.37798251406603,1.40507950315569,1.4314269761362,1.45712861667562,1.4822713415948,1.50692896082124,1.53116489009179,1.55503419869041,1.57858518063687,1.60186057804543,1.62489854643013,1.64773342574735,1.67039636326947
4,9,0.0572915646699315,0.762022247082066,0.775826653140912,3.46083360939686,0.783121611877391,0.970658088043461,1.07797943271796,1.20982668766276,1.30240641045128,1.37711675847397,1.44134646351851,1.49861356375787,1.5508955245055,1.59942552115133,1.64502984588272,1.68829225233627,1.72964232267295,1.7694066434684,1.80784021287781,1.84514663641794,1.88149162227176,1.91701229466418,1.95182380024578,1.9860241068179,2.01969756205811,2.05291758146174,2.08574871203958,2.11824824026534,2.15046746183648,2.18245269681484,2.21424611055428
5,8,0.0487767697799793,0.814717190856476,0.829006223160806,4.8481660472382,0.999231583126536,1.24398377077769,1.38534697664283,1.56027422155631,1.68391309897036,1.78416380753295,1.87068502342237,1.94808379666675,2.01895342578534,2.08491314068204,2.14704915456773,2.206129698624,2.2627207401944,2.31725304721649,2.37006337326715,2.42142095670576,2.47154523796044,2.52061809311755,2.56879251627561,2.61619892951187,2.66294986486868,2.70914350273213,2.75486639016134,2.80019556038172,2.84520020784563,2.88994302865391,2.93448130573349
6,9,0.0400343617345441,0.860058915701024,0.873647231082274,6.91434970966992,1.24366195153493,1.55980733259564,1.74472173171047,1.9758026909521,2.14059676229335,2.27508559209124,2.39176852313969,2.49662181218725,2.5930159565689,2.68305901531056,2.7681673491699,2.84934423982593,2.92732998934833,3.00268899406957,3.0758632640058,3.14720688557359,3.21700908055586,3.28551013953449,3.35291273813557,3.41939016716795,3.48509244403528,3.55015093521448,3.61468191071468,3.67878931843298,3.74256697946767,3.80610034743029,3.86946793524954
7,8,0.0316086328619548,0.897723641317278,0.909718548569909,10.076472344647,1.48177123550544,1.88096731978695,2.11870099679306,2.42001067118154,2.63766401748989,2.81695706200645,2.97369976052408,3.11547629038005,3.24657553297807,3.36968642856396,3.48661980746077,3.59866138121542,3.70676219144185,3.81164923550804,3.91389354237982,4.01395405664533,4.1122070318547,4.20896636167015,4.30449803442277,4.3990306571477,4.49276327962691,4.58587132013465,4.67851112906427,4.77082355745138,4.86293678687038,4.95496860330554,5.04702824721743
8,9,0.024008750863974,0.927832118982894,0.937741667909414,15.0621071336282,1.62174096795092,2.10130242726999,2.39507066045809,2.77583078558261,3.05656934759279,3.29132604531067,3.49909526481648,3.6890339617769,3.86634207454316,4.03429253796712,4.19509824348887,4.3503370635313,4.50118165501941,4.64853319729365,4.79310383261518,4.93546989696784,5.07610763120662,5.2154179230814,5.3537439290524,5.49138392995296,5.62860091065253,5.76562983559631,5.90268327090627,6.03995579892208,6.17762753713356,6.31586698389344,6.45483335219039
9,8,0.0174937366309504,0.950965997103775,0.958649257785996,23.1833627755617,1.7973656620214,2.36757093333994,2.72457156281326,3.19550728357978,3.54842122008774,3.84709920267067,4.11407444990501,4.36025004557115,4.59183801367343,4.81276145212413,5.02568258798188,5.23250764951355,5.43466024622214,5.63324067802465,5.82912426150705,6.02302489692527,6.21553776959029,6.40716897831363,6.59835667365011,6.78948651108469,6.98090319625587,7.17291928214657,7.36582199547753,7.55987862539437,7.75534084782606,7.95244825205763,8.15143126316091
10,8,0.0122243921900578,0.967993209363582,0.973608434359212,36.8908933865786,2.22663759165113,2.9330272367318,3.37529173450486,3.95870289076938,4.39590465457877,4.76591707768791,5.09665507613379,5.40162576019641,5.68852479607246,5.96221225062075,6.22598618108781,6.48220808775541,6.73264158639864,6.97864976590316,7.22131699816723,7.46152768706049,7.70001916834905,7.93741841441958,8.17426822105192,8.41104635135144,8.64817983836378,8.88605588333346,9.12503031247167,9.3654342526449,9.60757948853675,9.85176283148611,10.0982697398935
11,7,0.0081608074166671,0.979989638697086,0.983857592500847,60.9486281741091,2.11937141739255,2.86365517069901,3.34535848838293,3.99839025842123,4.50039580053249,4.93343201935676,5.32669358274086,5.69438699330375,6.04465259073024,6.38266449022102,6.71196096291002,7.03509925869019,7.35401088542186,7.67020903130389,7.98491683216738,8.29915047188313,8.6137751474557,8.92954402464829,9.24712614573748,9.56712694263249,9.89010367242183,10.2165772897031,10.5470417720279,10.8819715969646,11.2218278613539,11.5670633942997,11.918127120651
12,7,0.00520090717246499,0.988049299890736,0.990567011104834,105.01093790246,2.41399704067844,3.26174782336913,3.81041540179887,4.55422875485471,5.12602088299036,5.61925587812607,6.06718692146803,6.48599544067878,6.88495340939541,7.26995422538674,7.64502803456129,8.01308758436068,8.37633289230927,8.73648750332425,9.09494458816006,9.45286159606645,9.81122399990172,10.1708896671962,10.532620647519,10.8971065372408,11.2649820608613,11.6368405937777,12.0132447841121,12.3947350692017,12.7818366455273,13.1750652924878,13.5749323424758
13,6,0.00314727804703173,0.993209424410766,0.994753928597825,189.618831376453,2.64055809718027,3.56787290159101,4.16803462195325,4.98165714886836,5.60711372914164,6.14664034755548,6.63661109878001,7.09472608729682,7.53112749002316,7.95226181825796,8.36253745951466,8.76514053155246,9.16247753031566,9.55643376071979,9.94853314688507,10.3400417682379,10.7320375872991,11.1254589851088,11.521139531935,11.9198335448914,12.3222353193266,12.7289939207464,13.1407248035319,13.5580191267287,13.9814513781247,14.4115857446039,14.8489815486786
14,6,0.00180585183247755,0.996341936548905,0.997235645502651,360.748104651212,2.79500342519854,3.77655655115817,4.41182152255827,5.27303254911163,5.93507186801303,6.50615521136486,7.02478418202909,7.50969415746442,7.97162052700124,8.41738685615036,8.85165937748306,9.27781056368218,9.69838766580584,10.1153862596007,10.5304194029807,10.944827227919,11.359750746591,11.7761832256183,12.1950069905052,12.6170204781119,13.0429585928815,13.4735083639361,13.9093212433703,14.3510229669175,14.7992216239571,15.2545144004686,15.717493333544
15,5,0.00097475484834257,0.998142992587775,0.998627779510534,727.745859485578,2.88943849967409,3.90415546425947,4.56088420001314,5.45119305403195,6.13560076497985,6.72597936127305,7.26213130347579,7.76342498321408,8.24095850754583,8.7017859905069,9.15073132315892,9.59128092427366,10.0260681091484,10.4571558782575,10.8862117900718,11.3146212557447,11.7435638389495,12.1740663659118,12.6070409733603,13.0433130750255,13.4836424056438,13.9287392070628,14.3792769420574,14.83590248816,15.2992444803296,15.7699202817312,16.2485419326765
16,5,0.000493719370634524,0.999116373572623,0.999362592886512,1567.85604010385,2.94179051942799,3.97489253791939,4.64352015151766,5.54995998278963,6.24676807049147,6.84784338586656,7.39370954661816,7.90408586875466,8.39027153934312,8.85944848172126,9.31652798816726,9.76505964580364,10.2077244814032,10.6466228737204,11.0834525947276,11.5196241570196,11.9563384960835,12.3946410425991,12.8354604597589,13.279637116474,13.7279445126637,14.1811057586255,14.6398065192062,15.1047053923279,15.5764424028133,16.0556460994636,16.5429396117853
17,4,0.000231748197499177,0.999609747120175,0.999725484437545,3641.78072636946,2.96832151886863,4.01074073003357,4.68539846668963,5.60001316782321,6.30310552861076,6.90960173604145,7.46039087642397,7.97537010751259,8.46594051986605,8.93934880812472,9.40055055782692,9.85312736860363,10.2997844464884,10.7426411128309,11.1834104512266,11.6235156951995,12.0641686110617,12.5064240578738,12.9512190741229,13.3994016077192,13.8517521345122,14.309000286283,14.7718379116548,15.2409295482182,15.71692099296,16.2004464633477,16.6921347086789
18,4,0.000100356075901809,0.99984142079166,0.999891574014655,9221.88136758457,2.98061808647774,4.0273556230753,4.70480819661782,5.62321178026877,6.32921677120602,6.93822544959781,7.49129628886639,8.00840887272427,8.5010115218837,8.97638095113947,9.43949327503676,9.89394493033979,10.3424523296676,10.7871435738698,11.2297388431612,11.6716672669524,12.1141456314184,12.5582331654783,13.0048707893946,13.4549099637863,13.9091343977016,14.3682767454943,14.833031721839,15.3040666172398,15.7820299039619,16.2675584267816,16.7612835396532
19,3,3.92132074357068e-05,0.999941763236825,0.999961366133352,25883.0257723282,2.98581442358989,4.03437681696222,4.71301044485236,5.63301515098435,6.34025097385958,6.95032138317607,7.50435643270049,8.02237053806591,8.51583197870852,8.99203015547089,9.45594985813525,9.91119379340626,10.3604831096307,10.8059496177374,11.2493164968616,11.6920153679235,12.1352651384133,12.5801268838842,13.0275431649761,13.4783669267238,13.9333832444749,14.3933260498748,14.858891268747,15.3307473549334,15.8095439112301,16.2959188926731,16.7905047539039
20,3,1.37060381439971e-05,0.999980974421376,0.999987826998861,82148.0106317678,2.9877891038423,4.0370449681267,4.71612741306756,5.63674056797352,6.34444412407497,6.95491800588469,7.50931946869416,8.02767616474982,8.52146395808017,8.99797707040196,9.46220358820804,9.9177486008675,10.3673350563694,10.8130961755241,11.2567562770985,11.6997479288206,12.1432908443102,12.588446800867,13.0361589824972,13.4872808983339,13.9425981429377,14.4028451333425,14.8687182556251,15.3408864057121,15.8199996160168,16.3066962634896,16.801609221048
21,2,4.0885808700737e-06,0.999994680220505,0.999996724471551,305293.249614665,2.98845365398929,4.03794289590331,4.71717638374678,5.63799430330853,6.34585526827851,6.95646493293427,7.51098970684796,8.0294616968573,8.52335931947587,8.99997841881613,9.46430819083123,9.91995452674163,10.36964098018,10.8155012464321,11.2592600277912,11.7023502106202,12.1459917798298,12.5912467488825,13.0390585115693,13.4902807668628,13.9456992840569,14.4060486435361,14.8720253862688,15.3442985569589,15.8235183326011,16.3103232321351,16.8053462692431
22,2,1.02214521751843e-06,0.999998768780883,0.999999279851042,1388600.6056309,2.9886445671444,4.03820085420136,4.7174777339201,5.63835447863848,6.34626066430982,6.95690933690452,7.51146953585284,8.02997464771545,8.52390382228843,9.00055336976894,9.46491280483793,9.92058824907311,10.3703034300976,10.8161921795053,11.2599793097695,11.7030977987911,12.1467677094178,12.5920511229575,13.0398914934684,13.4911425744605,13.9465901854255,14.4069689536756,14.8729754646766,15.3452788058734,15.8245291957965,16.3113651941761,16.8064198551341
23,1,1.8584458500335e-07,0.999999790924881,0.999999883847084,8609339.46000451,2.98868969528837,4.03826183050865,4.71754896721986,5.63843961705723,6.34635649201983,6.95701438533,7.51158295806515,8.03009589928746,8.52403253212668,9.00068927695333,9.46505572378934,9.92073804866443,10.3704600203296,10.8163555025993,11.2601493339914,11.7032745140445,12.1469511240292,12.5922412612904,13.0400883941327,13.4913462889574,13.9468007771221,14.4071864970316,14.8732000446702,15.345510517586,15.8247681441276,16.3116114936675,16.8066736298864
24,1,2.32305731254189e-08,0.999999976769428,0.999999976769425,43046717.0000005,2.98869663818639,4.03827121162311,4.7175599263574,5.63845271547671,6.34637123497092,6.95703054687449,7.51160040790432,8.03011455366201,8.52405233394444,9.00071018607211,9.46507771165808,9.92076109510941,10.3704841115046,10.8163806296152,11.2601754919659,11.7033017014242,12.1469793420952,12.592270513791,13.0401186870079,13.4913776301306,13.9468331763423,14.4072199657544,14.8732345959693,15.3455461660894,15.824804905974,16.311649386479,16.8067126727557
